driver_id,customer_id,compatibility,explicit_rating,trip_type,completed
DRV0090,CST0004,1.0,5,nightlife,1
DRV0050,CST0043,0.805,4,long_distance,1
DRV0039,CST0210,0.543,3,nightlife,1
DRV0001,CST0079,0.717,3,wedding,1
DRV0120,CST0202,0.705,4,errand,1
DRV0109,CST0456,0.56,3,airport,1
DRV0068,CST0055,0.671,4,event,1
DRV0112,CST0082,0.52,4,airport,1
DRV0111,CST0002,0.772,4,errand,1
DRV0181,CST0101,0.52,3,nightlife,1
DRV0010,CST0068,0.652,4,event,1
DRV0084,CST0461,1.0,5,nightlife,1
DRV0050,CST0485,0.788,4,event,0
DRV0068,CST0060,0.711,4,event,1
DRV0126,CST0409,0.963,5,wedding,1
DRV0083,CST0384,0.447,3,event,1
DRV0189,CST0431,0.748,4,event,1
DRV0027,CST0405,0.765,4,nightlife,1
DRV0088,CST0256,0.582,3,nightlife,1
DRV0060,CST0026,0.555,3,wedding,1
DRV0109,CST0499,0.449,3,long_distance,1
DRV0111,CST0245,0.51,3,errand,1
DRV0021,CST0389,0.645,2,event,1
DRV0039,CST0373,0.493,3,long_distance,1
DRV0071,CST0392,0.698,4,nightlife,1
DRV0179,CST0126,0.818,5,wedding,1
DRV0050,CST0242,1.0,5,wedding,1
DRV0026,CST0358,0.778,4,wedding,1
DRV0046,CST0096,0.506,3,long_distance,1
DRV0038,CST0117,0.808,4,nightlife,1
DRV0009,CST0140,0.677,4,airport,1
DRV0109,CST0009,0.543,4,long_distance,1
DRV0013,CST0194,0.76,4,event,1
DRV0179,CST0324,0.851,5,airport,1
DRV0109,CST0245,0.557,3,nightlife,1
DRV0164,CST0026,0.436,3,errand,1
DRV0093,CST0143,0.795,4,errand,1
DRV0063,CST0163,0.93,5,nightlife,1
DRV0000,CST0026,0.656,3,wedding,1
DRV0054,CST0146,0.609,3,event,1
DRV0155,CST0051,0.694,4,event,1
DRV0125,CST0186,0.698,4,errand,1
DRV0024,CST0342,0.755,4,nightlife,1
DRV0197,CST0441,0.907,4,airport,1
DRV0189,CST0414,0.795,5,errand,1
DRV0150,CST0270,0.715,4,long_distance,1
DRV0166,CST0141,0.577,3,airport,1
DRV0022,CST0454,0.785,4,nightlife,1
DRV0190,CST0308,0.783,4,nightlife,1
DRV0167,CST0418,1.0,5,airport,1
DRV0114,CST0473,0.7,4,nightlife,1
DRV0139,CST0316,0.717,3,errand,1
DRV0121,CST0389,0.946,5,airport,1
DRV0039,CST0022,0.989,5,airport,1
DRV0140,CST0364,0.975,5,errand,1
DRV0194,CST0436,0.81,4,long_distance,0
DRV0093,CST0229,0.672,3,wedding,1
DRV0111,CST0034,0.773,4,event,1
DRV0128,CST0404,0.703,4,nightlife,1
DRV0070,CST0356,0.554,3,airport,1
DRV0144,CST0031,0.693,4,wedding,1
DRV0101,CST0253,0.863,4,wedding,1
DRV0131,CST0497,0.636,4,nightlife,1
DRV0192,CST0260,0.868,4,event,1
DRV0099,CST0205,0.852,5,long_distance,1
DRV0047,CST0001,0.623,4,airport,1
DRV0151,CST0356,0.771,4,nightlife,1
DRV0131,CST0233,0.844,4,long_distance,1
DRV0134,CST0132,0.672,4,errand,1
DRV0075,CST0362,0.914,5,errand,1
DRV0043,CST0114,0.881,5,nightlife,1
DRV0074,CST0020,0.865,5,wedding,1
DRV0071,CST0474,0.994,5,airport,1
DRV0013,CST0328,0.697,4,airport,0
DRV0053,CST0273,0.564,4,nightlife,1
DRV0088,CST0323,0.788,5,long_distance,0
DRV0083,CST0042,0.84,4,wedding,1
DRV0067,CST0369,0.68,4,airport,1
DRV0156,CST0150,0.765,4,errand,0
DRV0160,CST0417,0.812,4,nightlife,1
DRV0056,CST0374,1.0,5,errand,1
DRV0004,CST0275,0.778,4,wedding,0
DRV0199,CST0480,0.867,4,long_distance,1
DRV0190,CST0352,0.721,3,event,0
DRV0065,CST0445,0.611,3,wedding,1
DRV0141,CST0105,0.655,4,event,1
DRV0068,CST0104,0.795,4,long_distance,1
DRV0192,CST0202,0.86,5,airport,1
DRV0186,CST0371,0.802,4,event,1
DRV0122,CST0047,0.745,4,event,1
DRV0047,CST0417,0.832,4,airport,1
DRV0125,CST0482,0.589,3,wedding,1
DRV0072,CST0010,0.877,4,errand,1
DRV0045,CST0418,0.603,3,event,1
DRV0048,CST0035,0.726,4,airport,1
DRV0062,CST0232,0.597,3,wedding,0
DRV0025,CST0370,0.766,4,long_distance,1
DRV0192,CST0413,0.935,5,nightlife,1
DRV0096,CST0196,0.661,3,nightlife,1
DRV0003,CST0390,0.831,5,wedding,0
DRV0033,CST0127,1.0,5,nightlife,1
DRV0160,CST0307,0.767,4,nightlife,1
DRV0002,CST0490,0.737,4,nightlife,1
DRV0086,CST0436,0.624,3,wedding,1
DRV0035,CST0245,0.793,4,long_distance,1
DRV0041,CST0157,0.921,5,errand,1
DRV0062,CST0028,0.901,5,long_distance,1
DRV0160,CST0278,0.961,5,nightlife,1
DRV0011,CST0052,0.771,4,long_distance,1
DRV0130,CST0453,0.831,4,event,1
DRV0057,CST0012,0.892,5,airport,1
DRV0037,CST0180,0.679,3,wedding,1
DRV0175,CST0196,0.457,3,wedding,1
DRV0028,CST0251,0.648,4,airport,0
DRV0057,CST0052,0.857,4,errand,1
DRV0157,CST0170,0.68,4,nightlife,1
DRV0021,CST0458,0.683,3,nightlife,1
DRV0045,CST0219,0.898,5,long_distance,1
DRV0046,CST0347,0.61,4,event,1
DRV0170,CST0351,0.508,4,errand,1
DRV0073,CST0178,0.715,4,nightlife,1
DRV0127,CST0338,0.678,4,errand,0
DRV0182,CST0408,0.448,3,nightlife,1
DRV0038,CST0398,0.638,4,wedding,1
DRV0037,CST0199,0.413,3,event,1
DRV0122,CST0417,1.0,5,nightlife,1
DRV0109,CST0491,0.869,5,wedding,1
DRV0023,CST0165,0.843,4,airport,1
DRV0098,CST0180,0.714,4,errand,1
DRV0123,CST0355,0.641,4,event,1
DRV0162,CST0170,0.761,4,airport,1
DRV0167,CST0471,1.0,5,airport,1
DRV0140,CST0254,0.726,4,long_distance,1
DRV0136,CST0274,0.789,4,airport,1
DRV0148,CST0366,0.641,3,event,1
DRV0198,CST0355,0.913,4,wedding,1
DRV0022,CST0120,0.925,5,errand,1
DRV0004,CST0185,0.649,4,long_distance,1
DRV0034,CST0471,0.972,5,nightlife,1
DRV0089,CST0184,0.938,5,airport,1
DRV0036,CST0427,0.758,4,long_distance,0
DRV0107,CST0124,0.618,3,airport,1
DRV0014,CST0382,0.915,5,airport,1
DRV0178,CST0360,0.576,3,airport,1
DRV0006,CST0356,0.752,4,event,1
DRV0179,CST0054,0.566,4,wedding,1
DRV0122,CST0428,0.85,5,long_distance,1
DRV0007,CST0075,0.563,3,errand,1
DRV0062,CST0039,0.767,4,nightlife,1
DRV0106,CST0076,0.835,5,airport,1
DRV0035,CST0383,0.687,4,long_distance,1
DRV0076,CST0240,0.933,5,event,1
DRV0113,CST0400,0.542,4,wedding,1
DRV0073,CST0056,0.696,4,airport,1
DRV0164,CST0016,0.6,3,long_distance,1
DRV0128,CST0082,0.794,4,nightlife,1
DRV0108,CST0348,0.653,3,event,1
DRV0066,CST0470,0.568,4,long_distance,1
DRV0181,CST0116,0.674,4,event,0
DRV0069,CST0498,0.787,4,nightlife,1
DRV0032,CST0380,0.679,3,airport,1
DRV0014,CST0112,0.916,5,event,1
DRV0190,CST0499,0.482,4,long_distance,1
DRV0019,CST0418,0.676,4,wedding,1
DRV0080,CST0334,0.788,5,wedding,1
DRV0097,CST0084,0.74,4,nightlife,1
DRV0165,CST0217,0.59,3,airport,1
DRV0026,CST0039,0.734,4,errand,1
DRV0085,CST0014,0.581,4,airport,1
DRV0138,CST0054,1.0,5,nightlife,1
DRV0002,CST0387,0.789,4,errand,1
DRV0051,CST0326,0.654,4,nightlife,1
DRV0021,CST0291,0.526,3,long_distance,1
DRV0123,CST0023,0.536,3,nightlife,1
DRV0079,CST0004,0.638,3,errand,1
DRV0101,CST0256,0.776,5,airport,1
DRV0100,CST0371,0.997,5,errand,0
DRV0179,CST0345,0.84,4,nightlife,1
DRV0189,CST0257,0.67,4,nightlife,1
DRV0198,CST0076,0.704,4,nightlife,1
DRV0097,CST0244,0.841,5,long_distance,1
DRV0009,CST0148,0.667,4,airport,1
DRV0118,CST0040,0.822,4,wedding,1
DRV0183,CST0118,0.689,4,airport,1
DRV0167,CST0072,0.777,4,wedding,1
DRV0128,CST0264,0.838,5,wedding,1
DRV0133,CST0476,0.866,5,errand,1
DRV0033,CST0173,0.73,4,errand,1
DRV0110,CST0020,0.625,4,wedding,1
DRV0099,CST0122,0.692,4,airport,0
DRV0155,CST0038,0.73,4,airport,1
DRV0127,CST0049,0.848,5,nightlife,1
DRV0079,CST0280,0.847,4,nightlife,1
DRV0116,CST0160,0.809,5,airport,0
DRV0041,CST0034,0.469,3,errand,1
DRV0090,CST0045,0.653,3,nightlife,1
DRV0197,CST0235,0.665,4,errand,0
DRV0065,CST0390,0.595,3,event,1
DRV0035,CST0481,0.715,4,nightlife,0
DRV0124,CST0020,0.629,4,errand,1
DRV0102,CST0209,0.767,4,long_distance,1
DRV0033,CST0225,0.609,4,errand,1
DRV0159,CST0487,0.415,2,errand,1
DRV0174,CST0211,1.0,5,long_distance,1
DRV0174,CST0021,0.807,4,long_distance,0
DRV0014,CST0379,0.807,5,airport,1
DRV0143,CST0004,0.879,5,airport,1
DRV0074,CST0192,0.592,3,airport,1
DRV0018,CST0114,0.689,4,event,1
DRV0171,CST0047,0.527,3,errand,1
DRV0164,CST0273,0.727,4,event,1
DRV0046,CST0374,0.491,3,nightlife,1
DRV0101,CST0393,0.534,3,event,1
DRV0084,CST0033,0.976,5,errand,1
DRV0154,CST0248,0.951,5,airport,1
DRV0121,CST0058,0.695,4,errand,1
DRV0139,CST0079,0.687,4,event,1
DRV0054,CST0163,0.751,4,long_distance,1
DRV0153,CST0396,1.0,5,event,1
DRV0092,CST0404,0.928,5,event,0
DRV0054,CST0027,0.741,4,airport,1
DRV0194,CST0350,0.488,3,event,1
DRV0162,CST0090,0.896,5,nightlife,1
DRV0070,CST0207,0.901,5,nightlife,1
DRV0182,CST0231,0.673,4,event,1
DRV0171,CST0457,0.554,3,errand,1
DRV0013,CST0047,0.956,5,event,1
DRV0192,CST0152,0.789,4,airport,1
DRV0107,CST0246,0.817,4,event,1
DRV0041,CST0494,1.0,5,wedding,1
DRV0177,CST0292,0.678,4,event,1
DRV0143,CST0400,0.734,5,long_distance,1
DRV0185,CST0341,0.708,4,long_distance,1
DRV0082,CST0340,0.644,4,wedding,1
DRV0188,CST0375,0.491,3,errand,1
DRV0117,CST0478,1.0,4,airport,1
DRV0081,CST0058,0.592,3,wedding,1
DRV0133,CST0369,0.75,4,nightlife,0
DRV0032,CST0324,0.898,5,event,1
DRV0148,CST0049,0.817,4,nightlife,1
DRV0048,CST0215,0.558,3,wedding,1
DRV0042,CST0307,0.564,3,event,1
DRV0053,CST0487,0.383,3,airport,0
DRV0147,CST0489,0.667,4,nightlife,1
DRV0093,CST0008,0.79,4,errand,1
DRV0128,CST0419,0.687,4,nightlife,1
DRV0166,CST0233,0.958,5,event,1
DRV0090,CST0424,0.938,4,long_distance,1
DRV0195,CST0171,0.717,4,nightlife,1
DRV0117,CST0219,0.745,4,errand,1
DRV0152,CST0083,1.0,5,long_distance,1
DRV0072,CST0432,0.559,3,wedding,1
DRV0111,CST0324,0.656,4,errand,1
DRV0025,CST0044,0.757,4,nightlife,1
DRV0004,CST0315,0.863,4,event,1
DRV0191,CST0384,0.521,3,long_distance,1
DRV0025,CST0324,0.892,5,event,1
DRV0008,CST0341,0.52,4,errand,1
DRV0054,CST0114,1.0,5,event,1
DRV0029,CST0100,0.678,4,event,0
DRV0089,CST0495,0.466,2,event,1
DRV0165,CST0360,0.714,4,wedding,1
DRV0095,CST0400,0.842,4,airport,1
DRV0068,CST0450,0.645,3,wedding,1
DRV0106,CST0344,0.798,4,airport,1
DRV0106,CST0016,0.644,4,nightlife,1
DRV0095,CST0430,0.715,5,long_distance,1
DRV0153,CST0162,0.99,5,errand,1
DRV0146,CST0220,0.687,4,airport,1
DRV0100,CST0098,0.738,4,long_distance,1
DRV0013,CST0410,0.572,3,long_distance,1
DRV0162,CST0199,0.527,3,wedding,1
DRV0081,CST0264,0.729,4,airport,1
DRV0025,CST0363,0.776,4,airport,1
DRV0161,CST0295,0.606,4,event,1
DRV0160,CST0469,0.726,4,errand,1
DRV0040,CST0485,0.528,3,errand,1
DRV0023,CST0013,0.762,4,event,1
DRV0197,CST0303,0.736,4,airport,1
DRV0181,CST0278,0.845,4,nightlife,1
DRV0006,CST0380,0.713,4,wedding,1
DRV0116,CST0324,0.708,4,wedding,1
DRV0047,CST0122,0.937,5,wedding,1
DRV0076,CST0099,0.793,4,long_distance,1
DRV0185,CST0399,0.608,4,event,1
DRV0168,CST0026,0.903,4,errand,1
DRV0036,CST0321,0.849,4,nightlife,1
DRV0148,CST0443,0.896,4,nightlife,1
DRV0152,CST0062,0.585,3,nightlife,1
DRV0067,CST0458,0.905,5,airport,1
DRV0126,CST0432,0.505,3,errand,1
DRV0053,CST0200,0.758,4,nightlife,1
DRV0005,CST0211,0.758,3,nightlife,1
DRV0160,CST0039,0.945,4,airport,1
DRV0096,CST0455,0.639,4,errand,1
DRV0115,CST0413,0.469,3,airport,1
DRV0002,CST0462,1.0,5,airport,1
DRV0161,CST0310,0.697,4,nightlife,1
DRV0087,CST0177,0.684,4,event,0
DRV0153,CST0279,1.0,4,nightlife,1
DRV0189,CST0130,0.701,4,nightlife,1
DRV0007,CST0274,0.592,4,nightlife,1
DRV0194,CST0078,0.937,4,airport,1
DRV0029,CST0460,0.966,5,airport,1
DRV0035,CST0112,0.677,4,nightlife,1
DRV0032,CST0137,0.484,3,errand,1
DRV0023,CST0178,0.619,3,wedding,1
DRV0075,CST0239,0.77,4,wedding,1
DRV0111,CST0262,0.87,5,event,1
DRV0064,CST0088,0.575,3,airport,1
DRV0183,CST0143,0.363,2,event,1
DRV0196,CST0300,0.875,5,errand,1
DRV0052,CST0488,0.555,3,wedding,1
DRV0114,CST0216,0.704,4,long_distance,1
DRV0081,CST0318,0.623,4,nightlife,1
DRV0109,CST0102,0.653,4,long_distance,1
DRV0161,CST0419,0.608,3,nightlife,1
DRV0008,CST0490,0.731,4,long_distance,1
DRV0104,CST0150,0.411,3,long_distance,1
DRV0165,CST0486,0.474,3,long_distance,1
DRV0007,CST0058,0.662,4,airport,1
DRV0109,CST0404,0.576,3,airport,1
DRV0018,CST0110,0.977,5,wedding,1
DRV0037,CST0399,0.865,5,errand,1
DRV0081,CST0352,0.634,4,nightlife,1
DRV0054,CST0238,0.913,4,long_distance,1
DRV0059,CST0287,0.747,4,nightlife,1
DRV0154,CST0108,0.674,3,long_distance,1
DRV0143,CST0142,0.7,3,wedding,1
DRV0171,CST0038,0.576,4,long_distance,1
DRV0107,CST0349,0.605,4,event,1
DRV0081,CST0101,1.0,5,airport,1
DRV0126,CST0255,0.994,5,nightlife,0
DRV0107,CST0061,0.675,4,nightlife,1
DRV0153,CST0167,0.795,4,long_distance,1
DRV0147,CST0010,0.912,5,errand,1
DRV0147,CST0002,0.74,4,event,1
DRV0103,CST0018,0.513,4,long_distance,1
DRV0010,CST0172,0.823,4,wedding,1
DRV0120,CST0048,0.663,4,event,1
DRV0070,CST0162,0.845,4,errand,1
DRV0142,CST0396,0.51,3,errand,1
DRV0012,CST0201,0.631,4,errand,1
DRV0116,CST0252,0.861,4,wedding,0
DRV0031,CST0431,0.479,3,errand,0
DRV0026,CST0014,0.813,5,airport,1
DRV0002,CST0071,0.625,4,nightlife,0
DRV0176,CST0370,0.597,3,event,1
DRV0022,CST0097,0.672,4,wedding,1
DRV0094,CST0417,0.763,4,long_distance,0
DRV0176,CST0444,0.463,3,nightlife,1
DRV0011,CST0056,1.0,5,nightlife,0
DRV0019,CST0135,0.893,4,errand,1
DRV0097,CST0138,0.637,3,wedding,1
DRV0035,CST0298,0.82,4,event,1
DRV0081,CST0441,0.929,4,airport,1
DRV0105,CST0326,0.37,3,event,1
DRV0133,CST0270,0.633,4,airport,1
DRV0169,CST0250,0.928,5,errand,1
DRV0187,CST0247,0.675,4,airport,1
DRV0196,CST0151,0.821,5,wedding,1
DRV0142,CST0427,0.526,3,airport,1
DRV0188,CST0438,0.808,4,airport,1
DRV0019,CST0497,0.794,4,event,1
DRV0003,CST0343,0.873,5,airport,1
DRV0098,CST0096,0.418,3,event,1
DRV0053,CST0416,0.477,3,long_distance,1
DRV0131,CST0439,0.662,4,errand,1
DRV0079,CST0362,0.765,4,event,1
DRV0129,CST0054,0.639,3,airport,1
DRV0093,CST0197,0.515,2,event,1
DRV0131,CST0103,0.705,4,event,1
DRV0071,CST0216,0.803,4,airport,1
DRV0147,CST0331,0.939,5,nightlife,1
DRV0027,CST0381,0.822,4,nightlife,1
DRV0117,CST0095,0.583,4,errand,1
DRV0169,CST0271,0.635,3,event,1
DRV0030,CST0474,0.899,5,long_distance,1
DRV0110,CST0108,0.461,2,airport,1
DRV0110,CST0260,0.61,3,errand,1
DRV0069,CST0189,0.916,5,nightlife,1
DRV0097,CST0374,0.387,3,event,1
DRV0048,CST0206,0.812,4,airport,1
DRV0135,CST0311,0.693,4,event,1
DRV0027,CST0348,0.628,4,nightlife,1
DRV0028,CST0112,0.702,4,nightlife,1
DRV0009,CST0294,0.67,3,errand,1
DRV0136,CST0051,0.758,4,errand,1
DRV0158,CST0358,0.983,5,wedding,1
DRV0100,CST0051,0.808,5,airport,1
DRV0177,CST0137,0.47,3,event,1
DRV0052,CST0177,0.78,4,wedding,1
DRV0152,CST0147,0.995,5,wedding,1
DRV0047,CST0257,0.897,4,wedding,1
DRV0189,CST0156,0.618,4,wedding,1
DRV0080,CST0348,0.59,3,nightlife,1
DRV0085,CST0460,0.832,4,event,1
DRV0003,CST0341,0.532,3,event,1
DRV0005,CST0090,0.715,4,errand,1
DRV0043,CST0347,0.577,3,nightlife,1
DRV0121,CST0298,0.778,4,nightlife,1
DRV0063,CST0241,0.737,4,nightlife,1
DRV0004,CST0290,0.652,4,wedding,0
DRV0058,CST0268,0.649,4,long_distance,1
DRV0037,CST0396,0.899,5,nightlife,1
DRV0188,CST0171,0.649,3,event,1
DRV0089,CST0279,0.851,4,errand,1
DRV0064,CST0186,0.788,5,event,1
DRV0090,CST0154,0.654,4,wedding,1
DRV0132,CST0396,0.725,4,wedding,1
DRV0152,CST0247,0.874,4,nightlife,1
DRV0132,CST0372,0.708,4,wedding,1
DRV0105,CST0438,0.749,4,airport,1
DRV0036,CST0182,0.706,4,event,1
DRV0147,CST0379,0.791,4,wedding,0
DRV0092,CST0105,0.903,4,wedding,1
DRV0096,CST0327,0.821,4,nightlife,0
DRV0160,CST0347,0.986,5,long_distance,1
DRV0115,CST0490,0.881,4,long_distance,1
DRV0173,CST0178,0.627,4,errand,1
DRV0106,CST0483,0.852,4,errand,1
DRV0010,CST0296,0.779,4,long_distance,1
DRV0156,CST0062,0.675,3,event,1
DRV0145,CST0495,0.805,4,errand,1
DRV0002,CST0255,0.966,5,wedding,1
DRV0174,CST0076,0.813,4,long_distance,0
DRV0159,CST0285,0.892,5,wedding,1
DRV0124,CST0147,0.671,3,nightlife,1
DRV0003,CST0232,0.669,3,nightlife,1
DRV0151,CST0063,0.561,3,nightlife,1
DRV0001,CST0220,0.839,4,errand,1
DRV0000,CST0025,0.593,4,errand,1
DRV0072,CST0402,0.583,4,long_distance,1
DRV0196,CST0287,0.781,4,airport,0
DRV0182,CST0138,0.753,4,airport,0
DRV0050,CST0221,0.907,5,long_distance,1
DRV0074,CST0112,0.605,3,nightlife,1
DRV0090,CST0127,0.696,4,wedding,1
DRV0108,CST0204,0.683,4,nightlife,1
DRV0077,CST0305,0.814,4,errand,1
DRV0111,CST0347,0.913,5,errand,1
DRV0035,CST0349,0.774,4,airport,1
DRV0106,CST0283,0.608,4,airport,1
DRV0021,CST0152,0.724,4,long_distance,1
DRV0118,CST0279,1.0,5,airport,1
DRV0111,CST0049,0.757,4,airport,1
DRV0177,CST0160,0.586,3,long_distance,0
DRV0182,CST0183,0.541,3,event,1
DRV0119,CST0215,0.72,4,event,1
DRV0143,CST0013,0.588,3,event,1
DRV0035,CST0314,0.64,4,errand,1
DRV0148,CST0262,0.729,4,errand,1
DRV0139,CST0460,0.943,5,long_distance,1
DRV0013,CST0386,0.845,5,event,1
DRV0171,CST0003,0.565,3,event,1
DRV0132,CST0235,0.799,4,nightlife,1
DRV0069,CST0424,0.91,5,wedding,1
DRV0152,CST0049,0.922,5,errand,1
DRV0176,CST0169,0.634,3,nightlife,1
DRV0149,CST0345,0.59,3,long_distance,1
DRV0013,CST0359,0.855,4,airport,1
DRV0143,CST0379,0.979,5,event,1
DRV0172,CST0327,0.574,4,airport,1
DRV0079,CST0368,0.679,4,nightlife,1
DRV0159,CST0352,0.853,5,airport,1
DRV0000,CST0078,0.688,4,long_distance,1
DRV0133,CST0049,0.584,3,airport,1
DRV0121,CST0012,0.772,4,long_distance,1
DRV0014,CST0474,0.951,4,nightlife,1
DRV0123,CST0094,0.596,4,airport,1
DRV0139,CST0133,0.931,5,long_distance,1
DRV0168,CST0315,0.673,4,nightlife,1
DRV0162,CST0011,0.671,3,airport,1
DRV0190,CST0336,0.521,3,airport,1
DRV0189,CST0358,0.912,4,long_distance,1
DRV0122,CST0148,0.915,5,errand,1
DRV0150,CST0252,0.694,4,errand,1
DRV0100,CST0197,0.728,3,wedding,1
DRV0118,CST0213,0.77,4,event,1
DRV0072,CST0234,0.629,3,nightlife,1
DRV0002,CST0297,0.998,5,errand,1
DRV0166,CST0457,0.72,4,wedding,1
DRV0010,CST0464,0.833,5,errand,0
DRV0119,CST0451,0.616,4,wedding,1
DRV0002,CST0081,0.732,4,errand,1
DRV0128,CST0107,0.895,5,errand,1
DRV0134,CST0199,0.518,3,long_distance,1
DRV0167,CST0077,0.608,4,errand,1
DRV0144,CST0173,0.577,3,event,1
DRV0035,CST0142,1.0,5,wedding,1
DRV0100,CST0034,0.696,4,wedding,1
DRV0120,CST0310,0.657,3,wedding,1
DRV0181,CST0474,0.82,4,long_distance,1
DRV0134,CST0132,0.672,4,airport,1
DRV0150,CST0489,0.767,4,long_distance,1
DRV0158,CST0424,0.88,5,event,1
DRV0007,CST0436,0.71,4,wedding,1
DRV0024,CST0340,0.624,4,nightlife,1
DRV0173,CST0243,0.963,5,errand,1
DRV0197,CST0413,0.656,4,wedding,1
DRV0026,CST0460,0.678,4,airport,1
DRV0098,CST0386,0.629,3,event,1
DRV0015,CST0313,0.96,4,errand,1
DRV0191,CST0037,0.739,4,event,1
DRV0155,CST0323,1.0,5,nightlife,1
DRV0082,CST0055,0.76,4,wedding,1
DRV0034,CST0326,0.946,4,long_distance,1
DRV0050,CST0129,0.902,5,event,1
DRV0073,CST0115,0.754,4,airport,1
DRV0111,CST0416,0.497,3,long_distance,1
DRV0049,CST0044,0.695,4,long_distance,1
DRV0171,CST0049,0.82,4,airport,1
DRV0035,CST0457,0.858,5,nightlife,1
DRV0104,CST0290,0.602,3,long_distance,1
DRV0087,CST0094,0.812,4,wedding,1
DRV0186,CST0328,0.76,5,long_distance,1
DRV0053,CST0292,0.617,4,event,1
DRV0091,CST0316,0.423,2,long_distance,1
DRV0017,CST0224,0.82,5,event,1
DRV0018,CST0291,0.89,5,nightlife,1
DRV0132,CST0152,0.71,4,nightlife,1
DRV0059,CST0026,0.48,3,long_distance,1
DRV0005,CST0114,0.964,5,errand,1
DRV0064,CST0199,1.0,5,wedding,1
DRV0040,CST0495,0.57,3,errand,1
DRV0147,CST0123,0.594,4,long_distance,0
DRV0128,CST0159,0.79,4,event,1
DRV0139,CST0357,0.675,4,nightlife,1
DRV0067,CST0334,0.776,4,nightlife,1
DRV0107,CST0133,0.74,4,airport,1
DRV0195,CST0030,0.852,4,airport,1
DRV0187,CST0168,0.948,5,wedding,1
DRV0015,CST0120,0.913,4,event,1
DRV0144,CST0463,0.597,3,long_distance,1
DRV0195,CST0413,0.525,3,nightlife,1
DRV0018,CST0486,0.982,5,event,1
DRV0156,CST0475,1.0,5,nightlife,1
DRV0122,CST0484,0.756,4,airport,1
DRV0010,CST0053,0.726,4,nightlife,1
DRV0057,CST0332,1.0,5,errand,1
DRV0077,CST0400,0.555,3,airport,1
DRV0014,CST0013,0.904,5,airport,1
DRV0097,CST0349,0.461,3,wedding,1
DRV0141,CST0246,0.721,4,nightlife,1
DRV0096,CST0356,0.606,3,airport,1
DRV0109,CST0281,0.676,4,airport,1
DRV0030,CST0459,0.611,3,long_distance,0
DRV0094,CST0180,0.801,4,airport,1
DRV0014,CST0121,1.0,5,airport,1
DRV0002,CST0116,0.809,4,event,1
DRV0137,CST0290,0.669,3,nightlife,0
DRV0003,CST0447,0.762,4,wedding,1
DRV0014,CST0039,1.0,5,nightlife,1
DRV0046,CST0144,0.741,4,nightlife,1
DRV0154,CST0335,0.578,4,airport,0
DRV0033,CST0310,0.632,4,event,1
DRV0031,CST0336,0.732,4,nightlife,1
DRV0139,CST0105,0.726,4,event,1
DRV0091,CST0459,0.524,3,airport,1
DRV0077,CST0482,0.708,4,errand,1
DRV0074,CST0444,0.835,4,wedding,1
DRV0068,CST0163,0.541,4,wedding,1
DRV0026,CST0027,0.508,3,errand,1
DRV0180,CST0486,0.766,5,long_distance,1
DRV0020,CST0104,0.844,4,airport,1
DRV0133,CST0118,0.543,3,errand,1
DRV0053,CST0062,0.58,3,errand,1
DRV0036,CST0018,0.72,4,airport,1
DRV0166,CST0391,0.628,4,event,0
DRV0005,CST0255,0.965,5,nightlife,1
DRV0150,CST0196,0.768,4,errand,1
DRV0021,CST0030,0.797,4,errand,1
DRV0098,CST0253,0.617,4,nightlife,1
DRV0098,CST0227,0.692,4,nightlife,1
DRV0097,CST0094,0.742,4,wedding,1
DRV0013,CST0338,0.938,4,errand,1
DRV0195,CST0178,0.536,3,nightlife,1
DRV0193,CST0457,0.59,3,errand,1
DRV0067,CST0414,0.708,4,long_distance,1
DRV0007,CST0174,0.433,3,wedding,1
DRV0111,CST0443,0.705,4,event,1
DRV0188,CST0385,0.603,3,nightlife,1
DRV0141,CST0198,0.669,4,wedding,0
DRV0073,CST0439,0.734,4,long_distance,1
DRV0146,CST0368,0.564,3,long_distance,1
DRV0066,CST0083,0.687,4,event,1
DRV0060,CST0067,0.637,3,nightlife,1
DRV0174,CST0486,0.854,4,errand,1
DRV0063,CST0394,1.0,5,long_distance,1
DRV0146,CST0202,0.812,4,nightlife,1
DRV0092,CST0137,0.784,4,wedding,1
DRV0167,CST0414,0.894,5,long_distance,1
DRV0078,CST0291,0.809,4,wedding,1
DRV0067,CST0433,0.698,4,airport,1
DRV0004,CST0225,0.763,4,nightlife,1
DRV0091,CST0245,0.685,4,wedding,1
DRV0055,CST0209,0.792,4,nightlife,1
DRV0020,CST0141,0.672,4,long_distance,1
DRV0016,CST0225,0.753,4,airport,1
DRV0070,CST0132,0.534,3,event,1
DRV0161,CST0089,0.854,5,airport,1
DRV0167,CST0025,0.714,4,airport,1
DRV0009,CST0094,0.575,3,wedding,1
DRV0112,CST0296,0.534,3,errand,1
DRV0183,CST0116,0.471,3,nightlife,0
DRV0066,CST0499,0.628,3,errand,1
DRV0090,CST0276,0.745,4,wedding,1
DRV0060,CST0179,0.58,3,nightlife,1
DRV0113,CST0057,0.598,4,long_distance,1
DRV0052,CST0166,0.822,4,long_distance,1
DRV0174,CST0212,0.754,3,nightlife,1
DRV0072,CST0073,0.648,3,nightlife,1
DRV0092,CST0171,0.721,4,event,1
DRV0095,CST0240,0.673,3,errand,1
DRV0041,CST0188,1.0,5,nightlife,1
