trip_id,datetime,date,month,hour,neighborhood,car_type,trip_type,distance_km,fare_usd,driver_rating,completed
T02318,2024-05-16 01:42,2024-05-16,5,1,Coconut Grove,Sedan,nightlife,3.4,31.52,4,1
T02319,2024-03-30 00:58,2024-03-30,3,0,Doral,Sedan,errand,1.8,36.91,5,1
T02320,2024-03-08 18:13,2024-03-08,3,18,South Beach,Sedan,errand,10.3,31.04,5,1
T02321,2024-06-08 13:55,2024-06-08,6,13,Midtown,Convertible,wedding,1.7,59.72,4,1
T02322,2024-01-15 03:35,2024-01-15,1,3,Midtown,Sedan,wedding,3.0,42.32,5,0
T02323,2024-03-14 17:29,2024-03-14,3,17,Midtown,Sedan,long_distance,7.7,48.98,4,1
T02324,2024-05-12 08:10,2024-05-12,5,8,Midtown,Minivan,event,13.3,60.87,5,1
T02325,2024-03-01 04:58,2024-03-01,3,4,South Beach,Sedan,errand,8.0,32.64,4,1
T02326,2024-03-11 02:15,2024-03-11,3,2,Aventura,Sedan,errand,7.6,31.18,5,1
T02327,2024-04-11 01:39,2024-04-11,4,1,Coconut Grove,Sedan,errand,4.6,28.07,4,1
T02328,2024-03-05 20:51,2024-03-05,3,20,Doral,Sedan,nightlife,7.3,55.6,5,1
T02329,2024-05-25 21:20,2024-05-25,5,21,Coconut Grove,Luxury,airport,9.2,22.36,5,1
T02330,2024-01-05 14:00,2024-01-05,1,14,Downtown,Minivan,nightlife,23.0,65.89,4,0
T02331,2024-05-02 20:54,2024-05-02,5,20,Aventura,SUV,airport,3.2,41.52,5,1
T02332,2024-05-28 02:17,2024-05-28,5,2,Doral,Sedan,long_distance,3.3,67.36,5,1
T02333,2024-01-17 14:11,2024-01-17,1,14,Coconut Grove,SUV,errand,10.7,39.37,5,1
T02334,2024-05-06 04:14,2024-05-06,5,4,Wynwood,SUV,airport,10.1,17.59,4,1
T02335,2024-06-16 01:14,2024-06-16,6,1,Brickell,Sedan,wedding,4.7,32.17,5,1
T02336,2024-06-24 16:55,2024-06-24,6,16,Downtown,Minivan,long_distance,5.8,16.36,5,1
T02337,2024-05-21 22:14,2024-05-21,5,22,South Beach,Sedan,wedding,5.5,45.19,5,0
T02338,2024-03-06 00:43,2024-03-06,3,0,Little Havana,Sedan,long_distance,4.5,34.61,5,1
T02339,2024-06-02 07:22,2024-06-02,6,7,Brickell,SUV,nightlife,7.7,62.12,4,1
T02340,2024-01-29 16:04,2024-01-29,1,16,Coral Gables,SUV,airport,20.0,23.84,5,1
T02341,2024-04-05 21:26,2024-04-05,4,21,Brickell,SUV,wedding,1.7,35.27,4,1
T02342,2024-03-13 04:01,2024-03-13,3,4,Little Havana,Sedan,long_distance,5.0,29.58,4,1
T02343,2024-03-26 13:57,2024-03-26,3,13,Little Havana,SUV,event,2.9,27.57,5,0
T02344,2024-03-16 19:01,2024-03-16,3,19,Wynwood,SUV,errand,16.8,44.72,4,1
T02345,2024-02-08 18:01,2024-02-08,2,18,Brickell,SUV,long_distance,19.9,66.54,5,1
T02346,2024-03-21 16:45,2024-03-21,3,16,Aventura,Luxury,long_distance,2.2,43.48,5,1
T02347,2024-02-25 12:53,2024-02-25,2,12,Doral,SUV,nightlife,6.2,31.28,5,1
T02348,2024-02-08 12:48,2024-02-08,2,12,Brickell,Sedan,nightlife,9.4,21.0,4,0
T02349,2024-02-27 18:32,2024-02-27,2,18,Doral,Minivan,wedding,2.0,31.38,5,1
T02350,2024-04-17 17:46,2024-04-17,4,17,Brickell,SUV,long_distance,1.9,24.54,4,1
T02351,2024-06-04 15:42,2024-06-04,6,15,Aventura,SUV,long_distance,4.0,57.14,5,1
T02352,2024-03-09 06:53,2024-03-09,3,6,Doral,Minivan,errand,3.1,24.11,4,1
T02353,2024-03-25 07:51,2024-03-25,3,7,Little Havana,Convertible,airport,18.4,39.07,5,1
T02354,2024-01-30 22:15,2024-01-30,1,22,Downtown,SUV,wedding,17.8,34.39,4,0
T02355,2024-04-14 11:05,2024-04-14,4,11,Little Havana,Luxury,long_distance,3.9,53.53,4,1
T02356,2024-04-02 20:30,2024-04-02,4,20,Doral,Minivan,airport,4.3,36.21,4,1
T02357,2024-04-17 07:36,2024-04-17,4,7,Wynwood,Convertible,long_distance,4.8,45.5,5,1
T02358,2024-04-14 21:37,2024-04-14,4,21,Wynwood,SUV,long_distance,5.3,44.73,5,1
T02359,2024-03-14 10:20,2024-03-14,3,10,Brickell,Luxury,nightlife,3.6,42.4,4,1
T02360,2024-05-09 04:36,2024-05-09,5,4,Downtown,SUV,wedding,15.7,50.63,5,1
T02361,2024-02-20 05:56,2024-02-20,2,5,Downtown,SUV,nightlife,19.4,32.7,4,1
T02362,2024-04-17 08:48,2024-04-17,4,8,Aventura,Luxury,wedding,1.7,25.37,4,0
T02363,2024-01-26 04:55,2024-01-26,1,4,South Beach,Luxury,event,10.1,26.69,5,1
T02364,2024-02-12 02:08,2024-02-12,2,2,Aventura,Luxury,long_distance,3.6,69.83,4,1
T02365,2024-04-18 11:08,2024-04-18,4,11,Midtown,SUV,wedding,3.8,37.63,4,1
T02366,2024-03-16 03:21,2024-03-16,3,3,Little Havana,Sedan,long_distance,2.3,15.35,4,1
T02367,2024-01-28 23:02,2024-01-28,1,23,Brickell,Minivan,wedding,11.0,61.52,5,1
T02368,2024-04-24 13:40,2024-04-24,4,13,Downtown,Convertible,wedding,7.6,37.82,4,1
T02369,2024-03-15 15:44,2024-03-15,3,15,Wynwood,SUV,wedding,17.0,49.16,4,1
T02370,2024-05-30 16:05,2024-05-30,5,16,Wynwood,SUV,nightlife,11.5,31.1,5,1
T02371,2024-04-04 21:41,2024-04-04,4,21,Downtown,Sedan,event,5.2,37.73,4,1
T02372,2024-02-15 16:46,2024-02-15,2,16,Doral,SUV,errand,2.9,48.88,5,0
T02373,2024-01-25 07:19,2024-01-25,1,7,Downtown,Luxury,errand,4.7,49.03,4,1
T02374,2024-05-12 16:37,2024-05-12,5,16,Aventura,Minivan,event,12.5,71.1,4,1
T02375,2024-04-08 10:48,2024-04-08,4,10,Wynwood,Minivan,airport,3.9,69.15,4,1
T02376,2024-02-23 13:33,2024-02-23,2,13,Coconut Grove,Sedan,long_distance,2.6,21.17,5,1
T02377,2024-03-21 03:22,2024-03-21,3,3,Coconut Grove,Minivan,airport,15.7,53.45,5,1
T02378,2024-03-11 15:28,2024-03-11,3,15,Coral Gables,Sedan,airport,21.2,18.94,4,1
T02379,2024-03-07 19:48,2024-03-07,3,19,Brickell,Sedan,airport,6.4,22.04,4,1
T02380,2024-02-06 03:13,2024-02-06,2,3,Aventura,Luxury,long_distance,15.9,23.58,4,1
T02381,2024-01-08 19:57,2024-01-08,1,19,South Beach,Minivan,long_distance,1.9,17.2,4,1
T02382,2024-02-19 00:31,2024-02-19,2,0,South Beach,SUV,errand,8.5,43.94,5,1
T02383,2024-05-26 13:46,2024-05-26,5,13,Downtown,Sedan,long_distance,4.9,41.98,5,1
T02384,2024-04-26 09:58,2024-04-26,4,9,Brickell,Sedan,wedding,14.5,42.0,4,1
T02385,2024-01-31 14:56,2024-01-31,1,14,Midtown,Luxury,event,2.3,35.2,4,1
T02386,2024-02-05 08:46,2024-02-05,2,8,Brickell,Sedan,errand,8.9,40.3,4,1
T02387,2024-02-26 23:04,2024-02-26,2,23,Little Havana,SUV,airport,3.6,54.95,5,1
T02388,2024-03-11 14:40,2024-03-11,3,14,Aventura,Minivan,wedding,2.8,39.29,5,1
T02389,2024-06-25 10:57,2024-06-25,6,10,South Beach,Luxury,event,4.5,61.37,5,1
T02390,2024-05-13 10:12,2024-05-13,5,10,Aventura,SUV,wedding,2.8,39.77,4,1
T02391,2024-06-09 01:40,2024-06-09,6,1,South Beach,Luxury,airport,4.3,35.45,4,1
T02392,2024-04-06 07:43,2024-04-06,4,7,Coral Gables,SUV,errand,21.7,30.86,4,1
T02393,2024-05-04 05:46,2024-05-04,5,5,Downtown,SUV,errand,8.0,52.39,4,1
T02394,2024-06-11 02:33,2024-06-11,6,2,Coral Gables,SUV,nightlife,1.6,23.08,4,1
T02395,2024-05-05 17:39,2024-05-05,5,17,Coral Gables,SUV,wedding,3.6,27.7,5,1
T02396,2024-04-17 22:16,2024-04-17,4,22,Doral,Minivan,event,4.7,15.27,4,1
T02397,2024-03-01 20:22,2024-03-01,3,20,Downtown,Luxury,long_distance,2.4,26.64,4,1
T02398,2024-02-16 09:53,2024-02-16,2,9,Coral Gables,Sedan,errand,6.8,39.42,5,1
T02399,2024-05-05 20:25,2024-05-05,5,20,Doral,SUV,errand,6.3,34.27,4,1
T02400,2024-03-16 03:14,2024-03-16,3,3,Brickell,Sedan,errand,19.4,8.8,5,1
T02401,2024-04-24 10:15,2024-04-24,4,10,Midtown,Luxury,nightlife,12.6,55.02,5,1
T02402,2024-03-22 21:07,2024-03-22,3,21,Little Havana,SUV,wedding,7.3,28.45,5,1
T02403,2024-02-02 15:53,2024-02-02,2,15,Downtown,SUV,long_distance,9.8,35.61,5,1
T02404,2024-03-01 00:18,2024-03-01,3,0,Coconut Grove,SUV,long_distance,7.4,49.24,4,1
T02405,2024-04-14 01:35,2024-04-14,4,1,Little Havana,Sedan,errand,1.5,62.83,5,1
T02406,2024-04-15 12:51,2024-04-15,4,12,Downtown,Convertible,event,5.1,56.36,4,1
T02407,2024-01-14 08:31,2024-01-14,1,8,Coral Gables,Sedan,errand,13.4,34.57,5,1
T02408,2024-01-12 09:28,2024-01-12,1,9,Midtown,SUV,airport,6.6,22.88,4,1
T02409,2024-02-12 17:13,2024-02-12,2,17,Brickell,Sedan,long_distance,19.6,52.4,4,1
T02410,2024-02-03 19:34,2024-02-03,2,19,South Beach,Sedan,wedding,2.3,42.0,4,1
T02411,2024-04-07 02:49,2024-04-07,4,2,Little Havana,Minivan,errand,6.3,51.36,5,1
T02412,2024-05-21 02:41,2024-05-21,5,2,South Beach,Luxury,long_distance,16.3,38.05,5,1
T02413,2024-05-17 06:10,2024-05-17,5,6,Aventura,Sedan,event,8.3,40.75,4,1
T02414,2024-02-28 09:51,2024-02-28,2,9,Wynwood,Sedan,errand,13.0,57.45,5,1
T02415,2024-02-25 17:46,2024-02-25,2,17,Coral Gables,Sedan,nightlife,25.0,27.03,4,1
T02416,2024-01-06 16:06,2024-01-06,1,16,Aventura,Sedan,event,24.9,31.1,5,1
T02417,2024-01-11 05:18,2024-01-11,1,5,Coconut Grove,SUV,nightlife,6.7,50.52,5,1
T02418,2024-06-25 07:02,2024-06-25,6,7,Coconut Grove,Sedan,wedding,31.7,28.45,4,1
T02419,2024-04-06 20:25,2024-04-06,4,20,Wynwood,Sedan,wedding,13.8,55.97,4,1
T02420,2024-01-22 02:04,2024-01-22,1,2,Aventura,Sedan,wedding,8.0,37.27,4,1
T02421,2024-04-16 00:00,2024-04-16,4,0,Aventura,Sedan,long_distance,6.5,52.42,4,1
T02422,2024-01-25 23:37,2024-01-25,1,23,Midtown,Sedan,airport,25.0,48.65,4,1
T02423,2024-03-20 10:27,2024-03-20,3,10,Aventura,Sedan,wedding,4.8,46.13,5,1
T02424,2024-03-11 14:12,2024-03-11,3,14,Brickell,Luxury,errand,11.8,38.83,4,0
T02425,2024-05-27 15:24,2024-05-27,5,15,Coconut Grove,Minivan,event,4.0,44.19,5,1
T02426,2024-04-14 17:17,2024-04-14,4,17,Downtown,SUV,errand,2.3,32.51,5,1
T02427,2024-05-16 16:15,2024-05-16,5,16,Midtown,Sedan,nightlife,2.2,50.82,4,0
T02428,2024-04-10 11:48,2024-04-10,4,11,Aventura,Sedan,wedding,3.2,29.95,4,1
T02429,2024-02-27 18:01,2024-02-27,2,18,Midtown,Luxury,airport,3.1,49.48,4,1
T02430,2024-05-02 18:06,2024-05-02,5,18,Coconut Grove,SUV,errand,2.0,39.72,4,1
T02431,2024-06-10 02:06,2024-06-10,6,2,Aventura,SUV,airport,12.9,39.75,5,1
T02432,2024-05-05 18:15,2024-05-05,5,18,Brickell,Luxury,airport,13.2,24.16,5,1
T02433,2024-05-01 16:46,2024-05-01,5,16,Doral,Minivan,airport,5.7,42.57,5,1
T02434,2024-05-06 08:26,2024-05-06,5,8,Coconut Grove,SUV,wedding,44.8,43.97,4,1
T02435,2024-02-08 01:20,2024-02-08,2,1,Doral,Sedan,long_distance,11.4,29.26,5,1
T02436,2024-01-02 08:44,2024-01-02,1,8,Coral Gables,SUV,long_distance,3.8,35.85,5,1
T02437,2024-05-19 15:20,2024-05-19,5,15,Coral Gables,Luxury,errand,18.2,23.73,5,1
T02438,2024-05-03 16:35,2024-05-03,5,16,Brickell,Luxury,nightlife,19.5,42.0,5,1
T02439,2024-01-20 12:08,2024-01-20,1,12,South Beach,Sedan,airport,5.5,38.48,4,1
T02440,2024-02-01 05:12,2024-02-01,2,5,Downtown,Sedan,nightlife,14.6,27.71,5,1
T02441,2024-04-18 15:10,2024-04-18,4,15,Aventura,Sedan,event,3.9,25.49,5,1
T02442,2024-05-20 13:25,2024-05-20,5,13,South Beach,Sedan,errand,3.0,38.01,5,1
T02443,2024-03-16 23:59,2024-03-16,3,23,Coconut Grove,Sedan,long_distance,6.9,20.64,4,1
T02444,2024-04-05 18:41,2024-04-05,4,18,Wynwood,Sedan,airport,10.8,31.19,5,1
T02445,2024-06-24 06:51,2024-06-24,6,6,Doral,Luxury,wedding,6.5,41.28,4,1
T02446,2024-06-03 08:30,2024-06-03,6,8,Downtown,SUV,airport,4.1,44.57,4,0
T02447,2024-02-04 05:33,2024-02-04,2,5,Downtown,Sedan,nightlife,11.1,25.81,5,1
T02448,2024-02-15 04:30,2024-02-15,2,4,Brickell,Sedan,nightlife,2.7,10.79,5,1
T02449,2024-02-18 06:44,2024-02-18,2,6,Brickell,Sedan,long_distance,4.2,40.51,5,1
T02450,2024-01-25 01:39,2024-01-25,1,1,Downtown,SUV,long_distance,4.5,52.75,4,1
T02451,2024-03-30 20:35,2024-03-30,3,20,Coral Gables,Minivan,errand,11.8,26.83,5,1
T02452,2024-02-19 08:18,2024-02-19,2,8,Midtown,Sedan,long_distance,9.2,47.26,5,1
T02453,2024-04-04 19:49,2024-04-04,4,19,Midtown,Sedan,errand,9.7,37.48,4,1
T02454,2024-06-13 21:12,2024-06-13,6,21,Brickell,Sedan,long_distance,7.3,51.32,5,1
T02455,2024-02-25 08:11,2024-02-25,2,8,Coconut Grove,Convertible,long_distance,6.8,25.94,5,1
T02456,2024-05-13 18:41,2024-05-13,5,18,Midtown,Sedan,errand,3.8,34.5,5,1
T02457,2024-05-31 19:17,2024-05-31,5,19,Doral,Sedan,wedding,3.3,47.06,5,1
T02458,2024-02-23 05:00,2024-02-23,2,5,Coral Gables,Luxury,airport,4.3,49.07,5,1
T02459,2024-06-06 04:09,2024-06-06,6,4,Wynwood,SUV,event,8.8,48.94,4,1
T02460,2024-03-23 02:57,2024-03-23,3,2,South Beach,Luxury,airport,9.2,33.45,5,1
T02461,2024-04-22 13:42,2024-04-22,4,13,Downtown,Sedan,errand,21.9,54.97,5,1
T02462,2024-01-31 07:35,2024-01-31,1,7,Midtown,Sedan,event,8.4,34.78,4,1
T02463,2024-05-01 11:19,2024-05-01,5,11,Aventura,Luxury,errand,14.6,52.0,5,1
T02464,2024-06-03 06:10,2024-06-03,6,6,Coconut Grove,SUV,wedding,3.0,41.92,5,1
T02465,2024-04-21 17:28,2024-04-21,4,17,Downtown,Sedan,wedding,1.8,26.51,4,1
T02466,2024-06-24 03:35,2024-06-24,6,3,Midtown,Minivan,wedding,2.1,53.55,5,1
T02467,2024-01-07 11:54,2024-01-07,1,11,Downtown,Sedan,wedding,10.6,42.52,4,1
T02468,2024-04-18 06:39,2024-04-18,4,6,Aventura,Minivan,airport,2.8,58.05,4,1
T02469,2024-02-15 23:00,2024-02-15,2,23,Coral Gables,Sedan,event,3.7,36.81,5,1
T02470,2024-02-19 00:37,2024-02-19,2,0,Coconut Grove,Minivan,errand,50.1,10.28,4,1
T02471,2024-04-04 08:32,2024-04-04,4,8,South Beach,SUV,long_distance,9.8,42.7,4,1
T02472,2024-06-14 08:41,2024-06-14,6,8,Downtown,SUV,event,23.2,29.68,4,1
T02473,2024-06-27 22:16,2024-06-27,6,22,Coconut Grove,SUV,wedding,13.1,41.19,5,1
T02474,2024-05-26 00:55,2024-05-26,5,0,Downtown,Sedan,long_distance,8.8,42.7,4,1
T02475,2024-05-05 05:30,2024-05-05,5,5,Aventura,Luxury,nightlife,3.9,37.84,4,1
T02476,2024-01-08 19:57,2024-01-08,1,19,Wynwood,Sedan,wedding,2.1,35.68,4,1
T02477,2024-02-03 02:26,2024-02-03,2,2,Brickell,Sedan,nightlife,17.3,44.54,5,1
T02478,2024-01-16 10:06,2024-01-16,1,10,Aventura,SUV,errand,5.6,38.24,4,0
T02479,2024-02-19 20:39,2024-02-19,2,20,South Beach,Sedan,errand,9.9,41.24,5,1
T02480,2024-03-22 22:10,2024-03-22,3,22,Doral,Minivan,wedding,5.4,39.21,5,0
T02481,2024-05-12 00:42,2024-05-12,5,0,Midtown,Convertible,event,15.7,70.79,4,1
T02482,2024-06-20 01:04,2024-06-20,6,1,Coral Gables,Luxury,long_distance,4.0,44.22,5,1
T02483,2024-03-09 02:11,2024-03-09,3,2,Downtown,Sedan,nightlife,5.0,35.93,5,1
T02484,2024-02-20 22:32,2024-02-20,2,22,Midtown,Sedan,airport,10.1,23.36,4,1
T02485,2024-01-01 09:17,2024-01-01,1,9,Aventura,Luxury,errand,19.0,29.42,5,1
T02486,2024-04-29 18:53,2024-04-29,4,18,Brickell,Luxury,long_distance,4.2,21.68,5,0
T02487,2024-01-23 03:58,2024-01-23,1,3,Brickell,Sedan,airport,1.7,10.01,5,1
T02488,2024-02-17 10:37,2024-02-17,2,10,South Beach,Sedan,airport,3.2,27.61,4,1
T02489,2024-02-25 20:23,2024-02-25,2,20,Downtown,Sedan,nightlife,20.9,37.27,5,1
T02490,2024-03-04 09:53,2024-03-04,3,9,Coral Gables,SUV,wedding,3.5,27.49,4,1
T02491,2024-02-03 09:03,2024-02-03,2,9,Midtown,Luxury,wedding,5.7,54.48,5,1
T02492,2024-03-12 04:36,2024-03-12,3,4,Little Havana,SUV,event,12.8,46.35,5,1
T02493,2024-02-18 08:56,2024-02-18,2,8,Coral Gables,Sedan,airport,7.8,32.64,4,0
T02494,2024-03-07 22:28,2024-03-07,3,22,Coconut Grove,Minivan,nightlife,2.8,27.3,5,1
T02495,2024-05-28 11:22,2024-05-28,5,11,Aventura,Sedan,event,4.7,60.87,4,1
T02496,2024-06-24 05:02,2024-06-24,6,5,Doral,Luxury,event,30.1,43.17,4,1
T02497,2024-05-25 06:44,2024-05-25,5,6,Midtown,SUV,errand,12.5,33.42,5,1
T02498,2024-06-23 09:13,2024-06-23,6,9,Little Havana,Sedan,wedding,5.9,40.64,5,0
T02499,2024-05-21 23:50,2024-05-21,5,23,Coconut Grove,Convertible,nightlife,10.8,60.45,5,1
T02500,2024-02-23 08:13,2024-02-23,2,8,Downtown,Luxury,errand,4.2,47.49,5,1
T02501,2024-01-30 16:42,2024-01-30,1,16,Wynwood,Sedan,event,8.1,31.65,5,1
T02502,2024-05-30 10:23,2024-05-30,5,10,Doral,Sedan,event,15.6,33.13,4,1
T02503,2024-01-09 10:44,2024-01-09,1,10,Brickell,SUV,wedding,4.2,44.83,4,1
T02504,2024-01-03 05:26,2024-01-03,1,5,Downtown,Sedan,errand,35.6,23.84,5,1
T02505,2024-01-26 05:58,2024-01-26,1,5,Little Havana,Sedan,errand,9.8,37.93,5,1
T02506,2024-05-19 05:48,2024-05-19,5,5,South Beach,Luxury,event,10.9,26.35,5,1
T02507,2024-04-26 18:36,2024-04-26,4,18,Midtown,Sedan,wedding,1.7,30.51,4,1
T02508,2024-03-03 08:46,2024-03-03,3,8,Little Havana,SUV,long_distance,11.3,16.58,4,1
T02509,2024-06-22 12:19,2024-06-22,6,12,South Beach,Sedan,airport,10.8,26.28,4,1
T02510,2024-05-09 03:26,2024-05-09,5,3,Midtown,Luxury,errand,7.7,50.37,5,0
T02511,2024-04-12 18:01,2024-04-12,4,18,Wynwood,SUV,long_distance,10.1,8.0,4,1
T02512,2024-03-17 19:44,2024-03-17,3,19,Aventura,Sedan,airport,9.7,34.81,4,0
T02513,2024-05-25 04:08,2024-05-25,5,4,Little Havana,Sedan,nightlife,12.8,52.0,5,0
T02514,2024-03-20 04:51,2024-03-20,3,4,Little Havana,Sedan,event,2.4,43.63,5,1
T02515,2024-04-27 00:42,2024-04-27,4,0,Wynwood,Sedan,airport,7.0,33.82,4,1
T02516,2024-03-18 09:05,2024-03-18,3,9,Wynwood,Minivan,airport,3.0,36.64,5,1
T02517,2024-04-21 02:46,2024-04-21,4,2,Coral Gables,Sedan,airport,10.4,32.17,4,1
T02518,2024-04-05 00:30,2024-04-05,4,0,Wynwood,SUV,errand,2.1,49.19,4,1
T02519,2024-05-20 21:25,2024-05-20,5,21,Coral Gables,Sedan,event,18.1,37.08,5,1
T02520,2024-04-28 22:15,2024-04-28,4,22,Brickell,SUV,event,6.4,16.57,4,1
T02521,2024-02-04 12:49,2024-02-04,2,12,Little Havana,Sedan,errand,6.9,62.28,5,1
T02522,2024-04-18 19:25,2024-04-18,4,19,Aventura,SUV,nightlife,6.6,51.09,5,1
T02523,2024-06-20 23:37,2024-06-20,6,23,South Beach,Luxury,airport,14.9,44.83,4,1
T02524,2024-02-15 07:23,2024-02-15,2,7,Little Havana,Minivan,errand,22.3,65.35,4,1
T02525,2024-01-01 19:38,2024-01-01,1,19,Midtown,Sedan,nightlife,2.2,51.49,4,1
T02526,2024-02-05 15:12,2024-02-05,2,15,South Beach,SUV,airport,11.2,32.17,4,1
T02527,2024-01-24 10:24,2024-01-24,1,10,Wynwood,SUV,event,7.4,43.4,5,1
T02528,2024-03-20 12:43,2024-03-20,3,12,Downtown,Sedan,nightlife,1.5,74.24,4,1
T02529,2024-04-17 05:10,2024-04-17,4,5,Midtown,Minivan,wedding,22.6,47.87,5,1
T02530,2024-01-28 14:51,2024-01-28,1,14,Brickell,Sedan,errand,14.6,18.77,5,1
T02531,2024-01-26 20:55,2024-01-26,1,20,Midtown,Sedan,nightlife,1.8,35.26,4,1
T02532,2024-02-02 18:32,2024-02-02,2,18,Midtown,Convertible,wedding,2.3,58.4,4,1
T02533,2024-05-04 20:42,2024-05-04,5,20,Midtown,Luxury,event,15.1,53.95,4,1
T02534,2024-03-18 13:16,2024-03-18,3,13,Brickell,Minivan,long_distance,2.8,46.03,4,1
T02535,2024-04-25 16:23,2024-04-25,4,16,Downtown,Luxury,wedding,6.6,30.35,5,1
T02536,2024-05-16 11:07,2024-05-16,5,11,Wynwood,Sedan,event,25.3,49.22,5,1
T02537,2024-04-08 21:05,2024-04-08,4,21,Wynwood,SUV,nightlife,3.0,16.75,4,1
T02538,2024-05-31 08:12,2024-05-31,5,8,Aventura,Sedan,long_distance,3.2,33.71,5,1
T02539,2024-04-26 13:03,2024-04-26,4,13,Downtown,SUV,errand,19.4,39.36,5,1
T02540,2024-05-05 14:23,2024-05-05,5,14,South Beach,SUV,long_distance,6.3,52.25,4,1
T02541,2024-03-05 13:21,2024-03-05,3,13,Coconut Grove,Minivan,nightlife,13.5,42.4,5,1
T02542,2024-02-15 09:22,2024-02-15,2,9,Midtown,Sedan,nightlife,3.5,30.92,5,1
T02543,2024-03-17 20:02,2024-03-17,3,20,Doral,Sedan,nightlife,7.1,46.97,4,1
T02544,2024-01-10 17:47,2024-01-10,1,17,Midtown,SUV,airport,2.2,45.76,4,1
T02545,2024-05-16 03:08,2024-05-16,5,3,Wynwood,SUV,wedding,2.8,23.99,4,1
T02546,2024-03-11 11:29,2024-03-11,3,11,Doral,Sedan,airport,3.6,33.3,5,1
T02547,2024-05-14 18:29,2024-05-14,5,18,South Beach,SUV,nightlife,13.5,26.56,4,1
T02548,2024-01-10 04:38,2024-01-10,1,4,Brickell,Sedan,event,18.3,44.61,5,1
T02549,2024-01-21 10:59,2024-01-21,1,10,Coconut Grove,SUV,event,36.2,37.63,4,1
T02550,2024-02-17 23:16,2024-02-17,2,23,Brickell,Sedan,event,4.3,51.23,4,0
T02551,2024-02-19 18:16,2024-02-19,2,18,Coconut Grove,Convertible,long_distance,8.4,27.3,4,1
T02552,2024-03-03 22:51,2024-03-03,3,22,South Beach,Sedan,errand,2.7,34.31,4,1
T02553,2024-02-25 13:17,2024-02-25,2,13,Wynwood,Sedan,errand,2.6,36.24,4,1
T02554,2024-01-12 19:25,2024-01-12,1,19,Wynwood,Sedan,wedding,2.3,36.07,5,1
T02555,2024-01-02 13:13,2024-01-02,1,13,South Beach,Sedan,event,18.2,39.46,5,1
T02556,2024-03-11 08:29,2024-03-11,3,8,Doral,Minivan,wedding,2.1,53.5,5,1
T02557,2024-02-26 07:01,2024-02-26,2,7,Little Havana,Luxury,airport,27.7,39.75,5,1
T02558,2024-03-14 23:45,2024-03-14,3,23,Doral,Luxury,event,12.9,43.71,5,1
T02559,2024-06-11 19:21,2024-06-11,6,19,Aventura,Luxury,event,16.4,40.53,4,1
T02560,2024-05-22 00:21,2024-05-22,5,0,Little Havana,Sedan,errand,23.4,52.83,4,1
T02561,2024-04-23 04:29,2024-04-23,4,4,Downtown,Sedan,airport,15.7,48.55,5,1
T02562,2024-02-13 21:24,2024-02-13,2,21,Coconut Grove,SUV,event,5.1,45.02,5,1
T02563,2024-05-26 02:40,2024-05-26,5,2,Downtown,SUV,long_distance,22.4,67.78,4,0
T02564,2024-01-22 06:47,2024-01-22,1,6,Aventura,Luxury,errand,7.5,38.67,5,1
T02565,2024-03-21 14:43,2024-03-21,3,14,Downtown,SUV,nightlife,8.0,45.42,5,1
T02566,2024-05-29 05:39,2024-05-29,5,5,Little Havana,Sedan,long_distance,9.1,55.07,5,1
T02567,2024-01-06 09:35,2024-01-06,1,9,Downtown,SUV,airport,29.4,49.14,5,1
T02568,2024-05-17 04:24,2024-05-17,5,4,Doral,Sedan,nightlife,5.3,45.33,5,1
T02569,2024-02-25 06:07,2024-02-25,2,6,Doral,Sedan,errand,7.8,51.83,5,1
T02570,2024-02-10 23:25,2024-02-10,2,23,Aventura,SUV,event,10.0,29.35,4,1
T02571,2024-02-25 13:57,2024-02-25,2,13,Doral,SUV,errand,2.8,26.2,4,1
T02572,2024-04-02 20:06,2024-04-02,4,20,Little Havana,SUV,long_distance,19.5,52.3,5,1
T02573,2024-04-10 07:54,2024-04-10,4,7,Midtown,Convertible,event,18.9,37.16,4,1
T02574,2024-03-14 14:10,2024-03-14,3,14,Wynwood,Convertible,event,5.2,24.67,4,1
T02575,2024-05-16 10:48,2024-05-16,5,10,Downtown,Sedan,wedding,12.3,34.02,4,1
T02576,2024-01-26 12:37,2024-01-26,1,12,Midtown,Sedan,event,35.3,49.39,4,1
T02577,2024-06-11 00:39,2024-06-11,6,0,Coral Gables,Minivan,airport,8.5,26.94,5,1
T02578,2024-05-08 02:38,2024-05-08,5,2,Doral,Convertible,wedding,2.2,37.31,4,1
T02579,2024-01-06 10:39,2024-01-06,1,10,Coral Gables,SUV,airport,21.2,52.13,4,1
T02580,2024-04-30 21:05,2024-04-30,4,21,Little Havana,SUV,nightlife,2.1,40.42,4,1
T02581,2024-06-16 12:35,2024-06-16,6,12,Aventura,Luxury,airport,3.4,38.79,5,1
T02582,2024-02-11 14:23,2024-02-11,2,14,Coral Gables,Luxury,airport,3.5,35.44,5,1
T02583,2024-02-21 10:08,2024-02-21,2,10,Coconut Grove,Sedan,nightlife,13.1,35.6,4,1
T02584,2024-02-22 18:29,2024-02-22,2,18,Downtown,SUV,airport,12.5,31.5,4,1
T02585,2024-04-23 07:50,2024-04-23,4,7,Wynwood,SUV,event,18.8,40.32,5,1
