trip_id,datetime,hour,day_of_week,month,is_weekend,is_night,is_rush_hour,distance_km,pickup_neighborhood,dropoff_neighborhood,weather,weather_encoded,driver_supply_ratio,event_demand_multiplier,active_drivers,pending_requests,price_usd,demand_supply_ratio
TR02548,2023-08-30 17:10:00,17,2,8,0,0,1,11.18,Little Havana,Little Havana,cloudy,1,0.87,1.0,69,97,36.11,1.39
TR02549,2023-10-10 17:09:00,17,1,10,0,0,1,5.04,Midtown,Wynwood,cloudy,1,0.75,1.0,60,79,27.31,1.3
TR02550,2023-07-25 11:29:00,11,1,7,0,0,0,10.33,Little Havana,Coconut Grove,sunny,0,0.78,1.0,62,23,32.02,0.37
TR02551,2023-12-11 15:43:00,15,0,12,0,0,0,2.12,Doral,Coconut Grove,sunny,0,0.86,1.0,68,118,17.75,1.71
TR02552,2023-03-12 10:59:00,10,6,3,1,0,0,10.82,Aventura,Wynwood,cloudy,1,0.41,1.0,32,118,38.14,3.58
TR02553,2023-01-22 10:32:00,10,6,1,1,0,0,1.96,Wynwood,Doral,sunny,0,0.45,1.0,36,48,19.79,1.3
TR02554,2023-10-04 20:53:00,20,2,10,0,0,0,4.36,Doral,Wynwood,cloudy,1,0.64,1.0,51,109,23.06,2.1
TR02555,2023-04-16 22:25:00,22,6,4,1,1,0,4.04,Midtown,Brickell,sunny,0,0.77,1.6,61,69,42.36,1.11
TR02556,2023-10-06 01:33:00,1,4,10,0,1,0,17.86,South Beach,Coconut Grove,sunny,0,0.73,1.6,58,75,85.88,1.27
TR02557,2023-12-07 05:47:00,5,3,12,0,1,0,3.22,Brickell,Little Havana,sunny,0,0.49,1.0,39,98,20.72,2.45
TR02558,2023-07-11 17:59:00,17,1,7,0,0,1,5.22,Midtown,Aventura,rainy,2,0.62,1.0,49,89,34.27,1.78
TR02559,2023-07-21 07:36:00,7,4,7,0,0,1,6.85,Little Havana,Midtown,sunny,0,0.52,1.0,41,93,30.56,2.21
TR02560,2023-02-24 07:40:00,7,4,2,0,0,1,8.79,Wynwood,Coral Gables,sunny,0,0.86,1.0,68,96,31.98,1.39
TR02561,2023-01-01 16:51:00,16,6,1,1,0,0,13.79,Wynwood,Brickell,stormy,3,0.81,1.6,64,93,70.36,1.43
TR02562,2023-06-06 07:48:00,7,1,6,0,0,1,9.93,Midtown,Coconut Grove,sunny,0,0.76,1.0,60,110,35.74,1.8
TR02563,2023-04-18 17:40:00,17,1,4,0,0,1,4.15,Coral Gables,South Beach,sunny,0,0.9,1.6,72,7,32.32,0.1
TR02564,2023-01-16 09:07:00,9,0,1,0,0,1,23.71,Brickell,Brickell,cloudy,1,0.47,1.0,37,37,69.27,0.97
TR02565,2023-08-20 03:27:00,3,6,8,1,1,0,15.85,Little Havana,Midtown,sunny,0,0.89,1.0,71,6,34.37,0.08
TR02566,2023-12-24 19:19:00,19,6,12,1,0,1,2.08,Doral,Doral,rainy,2,0.65,1.0,52,66,29.53,1.25
TR02567,2023-11-22 19:37:00,19,2,11,0,0,1,2.46,Downtown,South Beach,cloudy,1,0.96,1.6,76,68,26.94,0.88
TR02568,2023-06-13 11:01:00,11,1,6,0,0,0,48.95,Coconut Grove,Downtown,cloudy,1,0.91,1.0,72,115,88.17,1.58
TR02569,2023-07-16 17:49:00,17,6,7,1,0,1,1.72,Brickell,Midtown,sunny,0,0.65,1.0,52,93,25.2,1.75
TR02570,2023-10-28 19:56:00,19,5,10,1,0,1,15.89,Downtown,South Beach,cloudy,1,0.4,1.0,32,53,57.47,1.61
TR02571,2023-01-20 15:48:00,15,4,1,0,0,0,2.86,Downtown,Coconut Grove,cloudy,1,0.81,1.0,64,74,20.13,1.14
TR02572,2023-02-17 02:15:00,2,4,2,0,1,0,1.83,Brickell,Downtown,cloudy,1,0.82,1.0,65,53,27.78,0.8
TR02573,2023-06-22 07:38:00,7,3,6,0,0,1,15.83,Downtown,South Beach,sunny,0,0.81,1.0,64,46,44.74,0.71
TR02574,2023-06-08 17:49:00,17,3,6,0,0,1,35.05,Downtown,Coral Gables,cloudy,1,0.65,1.0,52,83,86.64,1.57
TR02575,2023-07-30 03:00:00,3,6,7,1,1,0,4.19,Wynwood,Doral,sunny,0,0.58,1.0,46,115,22.18,2.45
TR02576,2023-12-12 00:59:00,0,1,12,0,1,0,5.04,Wynwood,Downtown,rainy,2,0.73,1.6,58,40,51.42,0.68
TR02577,2023-12-23 18:24:00,18,5,12,1,0,1,4.15,Coconut Grove,Doral,sunny,0,0.3,1.0,24,20,29.57,0.8
TR02578,2023-12-24 16:31:00,16,6,12,1,0,0,4.95,South Beach,Coconut Grove,sunny,0,0.57,1.0,45,81,28.03,1.76
TR02579,2023-06-19 13:07:00,13,0,6,0,0,0,3.83,Wynwood,Brickell,stormy,3,0.83,1.0,66,30,28.68,0.45
TR02580,2023-09-04 15:15:00,15,0,9,0,0,0,5.26,Wynwood,Midtown,sunny,0,0.78,1.5,62,10,29.13,0.16
TR02581,2023-06-04 05:14:00,5,6,6,1,1,0,8.01,Little Havana,Doral,cloudy,1,0.56,1.0,44,113,25.93,2.51
TR02582,2023-09-10 07:45:00,7,6,9,1,0,1,5.08,Brickell,Brickell,cloudy,1,0.6,1.0,48,26,33.27,0.53
TR02583,2023-03-13 04:47:00,4,0,3,0,1,0,1.88,South Beach,Downtown,sunny,0,0.66,1.0,52,68,18.16,1.28
TR02584,2023-07-07 22:27:00,22,4,7,0,1,0,4.94,South Beach,Aventura,rainy,2,0.96,1.0,76,119,40.23,1.55
TR02585,2023-12-22 11:40:00,11,4,12,0,0,0,8.37,Midtown,Aventura,cloudy,1,0.65,1.5,52,94,37.02,1.77
TR02586,2023-08-05 02:04:00,2,5,8,1,1,0,3.37,Brickell,Coconut Grove,cloudy,1,0.79,1.0,63,117,36.45,1.83
TR02587,2023-12-07 11:30:00,11,3,12,0,0,0,14.72,Wynwood,Brickell,cloudy,1,0.79,1.0,63,8,37.14,0.12
TR02588,2023-03-24 02:36:00,2,4,3,0,1,0,16.43,Aventura,Little Havana,cloudy,1,0.28,1.0,22,76,67.89,3.3
TR02589,2023-05-15 15:04:00,15,0,5,0,0,0,1.94,Wynwood,Doral,sunny,0,0.81,1.0,64,57,17.09,0.88
TR02590,2023-03-01 17:02:00,17,2,3,0,0,1,2.77,Wynwood,Midtown,sunny,0,0.57,1.6,45,6,31.06,0.13
TR02591,2023-07-10 01:32:00,1,0,7,0,1,0,9.3,South Beach,Brickell,sunny,0,0.31,1.0,24,72,52.75,2.88
TR02592,2023-12-07 08:37:00,8,3,12,0,0,1,2.02,Little Havana,Coral Gables,stormy,3,0.56,1.0,44,115,30.13,2.56
TR02593,2023-09-03 06:12:00,6,6,9,1,0,0,2.67,Downtown,Downtown,sunny,0,0.76,1.0,60,32,21.36,0.52
TR02594,2023-02-20 05:24:00,5,0,2,0,1,0,8.96,Aventura,Brickell,sunny,0,0.83,1.0,66,23,25.47,0.34
TR02595,2023-12-08 04:54:00,4,4,12,0,1,0,4.56,Aventura,Brickell,sunny,0,0.71,1.5,56,77,24.36,1.35
TR02596,2023-03-26 07:40:00,7,6,3,1,0,1,27.43,Little Havana,Coral Gables,sunny,0,0.95,1.0,76,110,71.4,1.43
TR02597,2023-05-15 13:03:00,13,0,5,0,0,0,6.86,South Beach,Little Havana,sunny,0,0.46,1.0,36,104,29.25,2.81
TR02598,2023-07-22 00:12:00,0,5,7,1,1,0,3.81,Little Havana,Midtown,sunny,0,0.9,1.0,72,62,35.07,0.85
TR02599,2023-11-07 07:47:00,7,1,11,0,0,1,20.86,Aventura,Midtown,stormy,3,0.51,1.0,40,87,82.51,2.12
TR02600,2023-11-22 05:15:00,5,2,11,0,1,0,2.57,Brickell,Midtown,stormy,3,0.78,1.0,62,81,24.94,1.29
TR02601,2023-01-16 13:04:00,13,0,1,0,0,0,8.48,Wynwood,South Beach,sunny,0,0.9,1.0,72,52,28.12,0.71
TR02602,2023-05-23 12:17:00,12,1,5,0,0,0,2.02,Little Havana,Coconut Grove,stormy,3,0.66,1.0,52,112,26.32,2.11
TR02603,2023-10-02 19:20:00,19,0,10,0,0,1,1.78,Downtown,Aventura,rainy,2,0.63,1.0,50,67,24.19,1.31
TR02604,2023-07-17 22:37:00,22,0,7,0,1,0,13.36,Aventura,Doral,sunny,0,0.66,1.0,52,81,55.6,1.53
TR02605,2023-12-05 18:08:00,18,1,12,0,0,1,8.34,Downtown,Little Havana,cloudy,1,0.85,1.6,68,73,41.54,1.06
TR02606,2023-09-22 19:40:00,19,4,9,0,0,1,9.02,Coconut Grove,Coconut Grove,cloudy,1,0.48,1.5,38,116,44.78,2.97
TR02607,2023-05-28 19:32:00,19,6,5,1,0,1,3.54,Little Havana,Coral Gables,sunny,0,0.91,1.0,72,77,27.04,1.05
TR02608,2023-04-08 11:19:00,11,5,4,1,0,0,7.3,Little Havana,Aventura,sunny,0,0.4,1.0,32,91,31.46,2.76
TR02609,2023-07-30 08:16:00,8,6,7,1,0,1,3.07,Doral,Midtown,sunny,0,0.78,1.0,62,90,24.9,1.43
TR02610,2023-12-04 06:49:00,6,0,12,0,0,0,10.85,Coconut Grove,Coral Gables,sunny,0,0.66,1.0,52,92,33.9,1.74
TR02611,2023-12-18 11:45:00,11,0,12,0,0,0,7.06,Doral,Aventura,rainy,2,0.33,1.0,26,27,34.4,1.0
TR02612,2023-03-02 23:46:00,23,3,3,0,1,0,6.61,Coral Gables,Doral,sunny,0,0.54,1.0,43,106,44.05,2.41
TR02613,2023-11-21 10:11:00,10,1,11,0,0,0,1.74,Little Havana,Coral Gables,rainy,2,0.74,1.0,59,55,21.58,0.92
TR02614,2023-09-05 22:17:00,22,1,9,0,1,0,4.96,Downtown,Aventura,rainy,2,0.89,1.0,71,48,38.32,0.67
TR02615,2023-03-16 08:38:00,8,3,3,0,0,1,2.51,Brickell,Midtown,sunny,0,0.61,2.8,48,109,42.32,2.22
TR02616,2023-10-09 12:00:00,12,0,10,0,0,0,14.83,Coconut Grove,Downtown,sunny,0,0.76,1.6,60,63,47.12,1.03
TR02617,2023-10-09 18:52:00,18,0,10,0,0,1,7.68,Coral Gables,Coconut Grove,sunny,0,0.93,1.0,74,11,35.22,0.15
TR02618,2023-08-07 20:31:00,20,0,8,0,0,0,4.21,Doral,Brickell,rainy,2,0.72,1.0,57,65,25.77,1.12
TR02619,2023-08-12 12:20:00,12,5,8,1,0,0,1.82,Brickell,Wynwood,sunny,0,0.98,1.0,78,28,21.24,0.35
TR02620,2023-03-04 11:48:00,11,5,3,1,0,0,4.54,Brickell,Coconut Grove,rainy,2,0.88,1.6,70,18,37.74,0.25
TR02621,2023-10-08 17:17:00,17,6,10,1,0,1,33.9,Brickell,Midtown,cloudy,1,0.73,1.6,58,31,123.26,0.53
TR02622,2023-01-21 21:36:00,21,5,1,1,0,0,4.69,Brickell,Little Havana,sunny,0,0.8,1.6,64,84,34.04,1.29
TR02623,2023-05-22 09:27:00,9,0,5,0,0,1,19.96,Coral Gables,Doral,cloudy,1,0.92,1.0,73,82,55.18,1.11
TR02624,2023-10-20 08:59:00,8,4,10,0,0,1,5.65,Wynwood,South Beach,rainy,2,0.82,1.0,65,75,33.38,1.14
TR02625,2023-10-27 10:48:00,10,4,10,0,0,0,3.38,Midtown,Coral Gables,sunny,0,0.69,1.0,55,74,21.19,1.32
TR02626,2023-11-12 00:10:00,0,6,11,1,1,0,7.13,Doral,Coconut Grove,sunny,0,0.67,1.6,53,108,52.65,2.0
TR02627,2023-09-06 03:06:00,3,2,9,0,1,0,1.8,Midtown,Coral Gables,sunny,0,0.81,1.0,64,35,14.99,0.54
TR02628,2023-08-24 19:10:00,19,3,8,0,0,1,33.91,Wynwood,Coral Gables,sunny,0,0.86,1.0,68,40,78.14,0.58
TR02629,2023-02-24 00:15:00,0,4,2,0,1,0,8.07,Midtown,Doral,sunny,0,0.49,1.0,39,115,42.36,2.88
TR02630,2023-11-04 12:28:00,12,5,11,1,0,0,2.23,Brickell,Midtown,sunny,0,0.94,1.5,75,96,24.43,1.26
TR02631,2023-08-16 14:09:00,14,2,8,0,0,0,15.29,Midtown,Doral,cloudy,1,0.87,1.0,69,101,39.92,1.44
TR02632,2023-07-14 00:34:00,0,4,7,0,1,0,23.64,Coconut Grove,Coral Gables,rainy,2,0.61,1.0,48,117,97.04,2.39
TR02633,2023-12-11 15:27:00,15,0,12,0,0,0,2.64,Downtown,Aventura,sunny,0,0.55,1.0,44,83,20.51,1.84
TR02634,2023-07-18 14:38:00,14,1,7,0,0,0,4.53,Coral Gables,Little Havana,cloudy,1,0.85,1.0,68,23,23.9,0.33
TR02635,2023-12-27 02:38:00,2,2,12,0,1,0,8.88,Midtown,Coral Gables,sunny,0,0.95,1.0,76,32,41.17,0.42
TR02636,2023-06-10 11:25:00,11,5,6,1,0,0,14.99,Coconut Grove,Coral Gables,sunny,0,0.83,1.0,66,96,41.04,1.43
TR02637,2023-05-29 07:24:00,7,0,5,0,0,1,4.37,Downtown,South Beach,sunny,0,0.86,1.0,68,92,25.12,1.33
TR02638,2023-10-16 07:41:00,7,0,10,0,0,1,41.69,South Beach,Midtown,rainy,2,0.63,1.0,50,78,123.29,1.53
TR02639,2023-06-26 11:24:00,11,0,6,0,0,0,4.87,South Beach,Downtown,cloudy,1,0.67,1.0,53,60,25.08,1.11
TR02640,2023-08-17 13:05:00,13,3,8,0,0,0,3.53,Midtown,Coconut Grove,sunny,0,0.6,1.0,48,49,21.94,1.0
TR02641,2023-04-28 08:23:00,8,4,4,0,0,1,6.52,Coconut Grove,Downtown,rainy,2,0.45,1.0,36,25,39.46,0.68
TR02642,2023-03-28 07:54:00,7,1,3,0,0,1,8.13,Aventura,Coral Gables,sunny,0,0.78,1.0,62,113,32.2,1.79
TR02643,2023-01-19 12:23:00,12,3,1,0,0,0,3.8,Coral Gables,Brickell,sunny,0,0.75,1.6,60,95,28.26,1.56
TR02644,2023-03-23 02:39:00,2,3,3,0,1,0,5.6,Brickell,Aventura,rainy,2,0.84,1.6,67,37,55.35,0.54
TR02645,2023-08-20 04:18:00,4,6,8,1,1,0,2.4,Wynwood,Midtown,sunny,0,0.83,1.0,66,40,17.89,0.6
TR02646,2023-04-06 07:26:00,7,3,4,0,0,1,23.44,Aventura,Brickell,cloudy,1,0.89,1.0,71,34,57.92,0.47
TR02647,2023-02-17 19:03:00,19,4,2,0,0,1,40.9,Wynwood,Coconut Grove,cloudy,1,0.79,1.0,63,75,95.62,1.17
TR02648,2023-08-29 13:57:00,13,1,8,0,0,0,3.52,Wynwood,Coral Gables,rainy,2,0.92,1.0,73,7,22.48,0.09
TR02649,2023-04-11 19:45:00,19,1,4,0,0,1,18.98,Brickell,Coconut Grove,sunny,0,0.94,1.6,75,109,68.99,1.43
TR02650,2023-04-02 17:07:00,17,6,4,1,0,1,2.85,Aventura,Little Havana,sunny,0,0.56,1.0,44,97,27.5,2.16
TR02651,2023-04-02 04:34:00,4,6,4,1,1,0,10.27,Coral Gables,South Beach,cloudy,1,0.78,1.0,62,46,31.68,0.73
TR02652,2023-03-29 08:32:00,8,2,3,0,0,1,29.72,South Beach,Midtown,cloudy,1,0.95,1.0,76,22,72.42,0.29
TR02653,2023-03-27 01:30:00,1,0,3,0,1,0,2.8,Doral,Little Havana,rainy,2,0.8,1.6,64,78,44.97,1.2
TR02654,2023-05-23 14:15:00,14,1,5,0,0,0,7.12,Brickell,Coral Gables,stormy,3,0.65,1.0,52,25,40.37,0.47
TR02655,2023-11-24 19:48:00,19,4,11,0,0,1,5.22,Midtown,Wynwood,sunny,0,0.62,1.6,49,5,35.2,0.1
TR02656,2023-05-28 14:33:00,14,6,5,1,0,0,13.23,Midtown,Aventura,rainy,2,0.74,1.0,59,74,48.86,1.23
TR02657,2023-07-26 16:29:00,16,2,7,0,0,0,6.93,Aventura,Little Havana,cloudy,1,0.81,1.0,64,105,25.09,1.62
TR02658,2023-11-07 18:45:00,18,1,11,0,0,1,5.98,Coconut Grove,Aventura,cloudy,1,0.45,1.0,36,57,30.0,1.54
TR02659,2023-03-27 16:54:00,16,0,3,0,0,0,2.12,Coral Gables,Brickell,sunny,0,0.89,1.0,71,81,19.99,1.12
TR02660,2023-07-08 09:07:00,9,5,7,1,0,1,10.75,Doral,Midtown,sunny,0,0.36,1.0,28,53,43.26,1.83
TR02661,2023-07-12 09:23:00,9,2,7,0,0,1,3.52,South Beach,Little Havana,rainy,2,0.51,1.0,40,67,31.14,1.63
TR02662,2023-04-12 00:13:00,0,2,4,0,1,0,16.37,Wynwood,Downtown,sunny,0,0.9,1.0,72,115,58.67,1.58
TR02663,2023-10-30 23:08:00,23,0,10,0,1,0,3.32,Coral Gables,Wynwood,cloudy,1,0.91,1.0,72,7,30.84,0.1
TR02664,2023-04-27 14:16:00,14,3,4,0,0,0,12.7,Downtown,Downtown,stormy,3,0.96,1.0,76,52,46.93,0.68
TR02665,2023-04-15 14:08:00,14,5,4,1,0,0,6.53,South Beach,Coral Gables,cloudy,1,0.77,1.0,61,23,29.26,0.37
TR02666,2023-11-24 03:18:00,3,4,11,0,1,0,6.59,Midtown,Midtown,sunny,0,0.28,1.0,22,14,25.77,0.61
TR02667,2023-11-03 09:22:00,9,4,11,0,0,1,4.97,South Beach,Downtown,sunny,0,0.58,1.0,46,13,29.39,0.28
TR02668,2023-06-30 10:12:00,10,4,6,0,0,0,1.66,Coconut Grove,Aventura,sunny,0,0.74,1.0,59,26,16.88,0.43
TR02669,2023-01-06 03:09:00,3,4,1,0,1,0,14.03,Aventura,Coconut Grove,sunny,0,0.63,1.0,50,12,32.44,0.24
TR02670,2023-01-13 16:13:00,16,4,1,0,0,0,10.28,Little Havana,South Beach,cloudy,1,0.83,1.0,66,62,29.26,0.93
TR02671,2023-07-26 10:51:00,10,2,7,0,0,0,1.58,Doral,Downtown,cloudy,1,0.83,1.0,66,49,16.95,0.73
TR02672,2023-11-15 10:18:00,10,2,11,0,0,0,8.51,Doral,Brickell,sunny,0,0.62,1.0,49,118,31.39,2.36
TR02673,2023-08-13 15:27:00,15,6,8,1,0,0,7.63,Aventura,South Beach,rainy,2,0.88,1.0,70,90,33.34,1.27
TR02674,2023-10-08 23:47:00,23,6,10,1,1,0,3.64,Wynwood,Midtown,sunny,0,0.82,1.5,65,47,40.54,0.71
TR02675,2023-12-05 22:28:00,22,1,12,0,1,0,14.12,Coral Gables,Brickell,sunny,0,0.78,1.5,62,83,71.04,1.32
TR02676,2023-07-16 08:25:00,8,6,7,1,0,1,1.67,Coral Gables,South Beach,cloudy,1,0.74,1.0,59,10,22.92,0.17
TR02677,2023-06-05 00:08:00,0,0,6,0,1,0,10.79,Coral Gables,Midtown,sunny,0,0.92,1.0,73,77,48.8,1.04
TR02678,2023-04-10 13:51:00,13,0,4,0,0,0,7.63,Wynwood,Midtown,cloudy,1,0.86,1.0,68,75,26.74,1.09
TR02679,2023-10-18 08:58:00,8,2,10,0,0,1,4.64,Wynwood,South Beach,sunny,0,0.82,1.0,65,38,24.18,0.58
TR02680,2023-09-05 02:14:00,2,1,9,0,1,0,3.0,Wynwood,Downtown,stormy,3,0.74,1.0,59,19,41.19,0.32
TR02681,2023-02-10 21:29:00,21,4,2,0,0,0,4.44,Little Havana,Doral,sunny,0,0.82,1.0,65,98,21.4,1.48
TR02682,2023-07-10 15:16:00,15,0,7,0,0,0,5.08,Doral,Aventura,sunny,0,0.84,1.0,67,75,23.0,1.1
TR02683,2023-06-19 20:42:00,20,0,6,0,0,0,12.84,Little Havana,Aventura,cloudy,1,0.78,1.0,62,24,35.36,0.38
TR02684,2023-12-08 21:53:00,21,4,12,0,0,0,11.73,Doral,Coral Gables,sunny,0,0.43,1.0,34,33,34.34,0.94
TR02685,2023-01-12 13:30:00,13,3,1,0,0,0,14.78,Aventura,Coconut Grove,cloudy,1,0.86,1.0,68,68,37.05,0.99
TR02686,2023-07-27 01:37:00,1,3,7,0,1,0,12.62,Coconut Grove,Coconut Grove,rainy,2,0.91,1.0,72,18,60.47,0.25
TR02687,2023-03-17 17:14:00,17,4,3,0,0,1,9.84,Coral Gables,Downtown,sunny,0,0.82,1.0,65,120,39.58,1.82
TR02688,2023-03-20 03:44:00,3,0,3,0,1,0,1.59,Midtown,Midtown,sunny,0,0.7,1.0,56,77,16.09,1.35
TR02689,2023-06-19 09:05:00,9,0,6,0,0,1,4.98,Coral Gables,Wynwood,sunny,0,0.77,1.0,61,84,26.58,1.35
TR02690,2023-09-04 21:04:00,21,0,9,0,0,0,2.28,South Beach,Midtown,sunny,0,0.7,1.0,56,56,20.23,0.98
TR02691,2023-08-10 04:26:00,4,3,8,0,1,0,5.23,Downtown,South Beach,rainy,2,0.56,1.0,44,47,24.6,1.04
TR02692,2023-07-09 03:19:00,3,6,7,1,1,0,3.16,Coral Gables,Downtown,cloudy,1,0.91,1.0,72,117,19.39,1.6
TR02693,2023-09-09 12:37:00,12,5,9,1,0,0,8.73,Midtown,Coral Gables,sunny,0,0.81,1.0,64,41,30.74,0.63
TR02694,2023-05-05 19:51:00,19,4,5,0,0,1,20.95,Wynwood,Doral,cloudy,1,0.83,1.0,66,46,56.42,0.69
TR02695,2023-10-31 12:54:00,12,1,10,0,0,0,4.47,Brickell,Brickell,sunny,0,0.85,1.6,68,106,27.25,1.54
TR02696,2023-01-05 04:34:00,4,3,1,0,1,0,5.74,Brickell,Wynwood,sunny,0,0.4,1.0,32,11,24.41,0.33
TR02697,2023-01-02 15:11:00,15,0,1,0,0,0,14.36,Coconut Grove,Little Havana,sunny,0,0.53,1.6,42,91,50.75,2.12
TR02698,2023-12-18 22:22:00,22,0,12,0,1,0,3.61,Wynwood,Coconut Grove,sunny,0,0.46,1.6,36,47,41.31,1.27
TR02699,2023-02-21 01:37:00,1,1,2,0,1,0,11.08,South Beach,Doral,sunny,0,0.72,1.6,57,5,66.74,0.09
TR02700,2023-04-09 05:57:00,5,6,4,1,1,0,5.64,Downtown,Brickell,sunny,0,0.92,1.0,73,39,21.47,0.53
TR02701,2023-10-31 09:39:00,9,1,10,0,0,1,3.2,Doral,Coconut Grove,cloudy,1,0.92,1.5,73,22,27.19,0.3
TR02702,2023-02-03 14:38:00,14,4,2,0,0,0,15.65,Wynwood,Aventura,stormy,3,0.58,1.0,46,17,57.32,0.36
TR02703,2023-09-12 19:14:00,19,1,9,0,0,1,12.18,South Beach,Midtown,sunny,0,0.67,1.0,53,114,46.31,2.11
TR02704,2023-06-23 21:10:00,21,4,6,0,0,0,4.87,Downtown,Downtown,sunny,0,0.59,1.0,47,50,22.29,1.04
TR02705,2023-09-18 09:18:00,9,0,9,0,0,1,7.52,Midtown,Midtown,rainy,2,0.8,1.0,64,108,35.83,1.66
TR02706,2023-05-01 09:42:00,9,0,5,0,0,1,3.4,Coral Gables,Downtown,cloudy,1,0.76,1.0,60,24,25.27,0.39
TR02707,2023-12-27 04:02:00,4,2,12,0,1,0,7.92,Doral,Brickell,sunny,0,0.65,2.5,52,23,38.1,0.43
TR02708,2023-02-25 14:08:00,14,5,2,1,0,0,12.38,Brickell,Coconut Grove,sunny,0,0.72,1.6,57,103,51.81,1.78
TR02709,2023-06-20 22:20:00,22,1,6,0,1,0,7.56,Doral,Coral Gables,cloudy,1,0.76,1.0,60,96,40.51,1.57
TR02710,2023-09-04 13:26:00,13,0,9,0,0,0,4.91,Aventura,Doral,rainy,2,0.61,1.5,48,43,34.66,0.88
TR02711,2023-12-30 06:57:00,6,5,12,1,0,0,5.08,Wynwood,Midtown,sunny,0,0.81,1.6,64,29,29.78,0.45
TR02712,2023-06-26 02:03:00,2,0,6,0,1,0,13.56,South Beach,Coconut Grove,sunny,0,0.57,1.0,45,54,59.38,1.17
TR02713,2023-04-06 15:29:00,15,3,4,0,0,0,4.65,Midtown,Little Havana,sunny,0,0.8,1.0,64,62,23.0,0.95
TR02714,2023-03-10 10:47:00,10,4,3,0,0,0,6.66,Little Havana,Doral,sunny,0,0.48,1.0,38,116,26.79,2.97
TR02715,2023-12-25 05:00:00,5,0,12,0,1,0,18.5,Brickell,Downtown,cloudy,1,0.74,1.0,59,117,41.74,1.95
TR02716,2023-06-21 04:02:00,4,2,6,0,1,0,2.65,Wynwood,Coral Gables,cloudy,1,0.73,1.0,58,70,16.73,1.19
TR02717,2023-11-06 15:17:00,15,0,11,0,0,0,3.92,Midtown,South Beach,rainy,2,0.68,1.0,54,103,24.96,1.87
TR02718,2023-01-05 20:23:00,20,3,1,0,0,0,1.7,Doral,Little Havana,sunny,0,0.75,1.0,60,48,16.45,0.79
TR02719,2023-01-02 03:30:00,3,0,1,0,1,0,1.67,Aventura,Coral Gables,sunny,0,0.55,1.0,44,32,15.92,0.71
TR02720,2023-03-17 10:43:00,10,4,3,0,0,0,9.2,Aventura,Coconut Grove,sunny,0,0.64,1.0,51,72,31.18,1.38
TR02721,2023-07-20 16:37:00,16,3,7,0,0,0,3.93,Doral,Doral,rainy,2,0.85,1.0,68,30,25.38,0.43
TR02722,2023-08-11 23:51:00,23,4,8,0,1,0,15.52,South Beach,Downtown,sunny,0,0.56,1.0,44,97,65.88,2.16
TR02723,2023-10-30 17:18:00,17,0,10,0,0,1,1.99,South Beach,Coconut Grove,rainy,2,0.68,1.0,54,47,26.86,0.85
TR02724,2023-01-10 13:37:00,13,1,1,0,0,0,3.27,Brickell,Downtown,sunny,0,0.74,1.0,59,111,22.82,1.85
TR02725,2023-08-02 14:58:00,14,2,8,0,0,0,1.89,Doral,Doral,cloudy,1,0.81,1.0,64,34,17.27,0.52
TR02726,2023-06-11 18:14:00,18,6,6,1,0,1,2.44,Downtown,Coconut Grove,rainy,2,0.67,1.0,53,43,30.19,0.8
TR02727,2023-11-30 01:52:00,1,3,11,0,1,0,17.23,Coconut Grove,Midtown,sunny,0,0.8,1.0,64,38,63.55,0.58
TR02728,2023-01-03 16:14:00,16,1,1,0,0,0,7.78,Downtown,Coral Gables,cloudy,1,0.34,1.6,27,55,35.37,1.96
TR02729,2023-01-02 13:03:00,13,0,1,0,0,0,2.55,Coconut Grove,Aventura,sunny,0,0.47,1.0,37,109,19.52,2.87
TR02730,2023-10-07 13:01:00,13,5,10,1,0,0,5.92,Coconut Grove,Doral,sunny,0,0.89,1.0,71,89,26.98,1.24
TR02731,2023-01-27 15:37:00,15,4,1,0,0,0,3.03,Aventura,Coconut Grove,sunny,0,0.82,1.0,65,104,21.73,1.58
TR02732,2023-03-01 07:59:00,7,2,3,0,0,1,8.31,Little Havana,Wynwood,sunny,0,0.66,1.0,52,74,34.47,1.4
TR02733,2023-12-02 06:00:00,6,5,12,1,0,0,8.51,Coral Gables,Downtown,sunny,0,0.81,1.6,64,7,40.72,0.11
TR02734,2023-02-20 04:59:00,4,0,2,0,1,0,10.02,Coconut Grove,Wynwood,rainy,2,0.67,1.0,53,89,33.41,1.65
TR02735,2023-05-30 21:16:00,21,1,5,0,0,0,4.5,Midtown,Coral Gables,sunny,0,0.68,1.0,54,98,22.83,1.78
TR02736,2023-03-25 11:06:00,11,5,3,1,0,0,5.01,Aventura,Aventura,sunny,0,0.79,1.0,63,86,25.14,1.34
TR02737,2023-02-05 02:09:00,2,6,2,1,1,0,9.53,South Beach,Coral Gables,sunny,0,0.81,1.0,64,13,53.92,0.2
TR02738,2023-05-19 05:07:00,5,4,5,0,1,0,16.41,Little Havana,Brickell,cloudy,1,0.64,1.0,51,69,35.45,1.33
TR02739,2023-10-01 14:32:00,14,6,10,1,0,0,29.59,Doral,Coconut Grove,cloudy,1,0.78,1.6,62,105,83.6,1.67
TR02740,2023-02-12 11:50:00,11,6,2,1,0,0,10.38,Wynwood,Midtown,cloudy,1,0.79,1.6,63,108,42.62,1.69
TR02741,2023-04-07 17:16:00,17,4,4,0,0,1,1.58,Doral,Brickell,stormy,3,0.59,1.0,47,13,29.25,0.27
