distance_km,fare_usd,speed_kmh,duration_min,hour,is_night,driver_rating,customer_rating,trip_count_today,new_device,new_payment_method,location_jump_km,surge_multiplier,promo_applied,cancellations_today,fare_distance_ratio,is_fraud,fraud_type,trip_id
7.11,27.75,33.7,12.7,20,0,5.0,4.04,6,0,0,0.0,1.5,0,2,3.9,0,none,FR02402
6.92,23.21,33.7,12.3,16,0,4.09,4.51,8,0,0,0.36,1.0,0,1,3.35,0,none,FR02403
6.55,24.3,29.4,13.4,14,0,4.56,3.71,3,0,1,1.15,1.0,0,2,3.71,0,none,FR02404
13.76,29.44,31.9,25.9,13,0,4.52,3.7,2,0,0,0.17,1.2,0,1,2.14,0,none,FR02405
7.58,28.14,34.1,13.3,4,1,4.64,4.53,6,0,0,0.88,1.0,0,0,3.71,0,none,FR02406
5.39,21.0,46.7,6.9,12,0,4.22,3.7,5,0,0,0.0,1.0,0,0,3.9,0,none,FR02407
18.16,36.61,34.5,31.6,21,0,4.53,4.3,6,1,0,0.0,1.2,0,0,2.02,0,none,FR02408
10.23,31.21,42.6,14.4,23,1,4.45,4.44,1,0,0,1.47,1.2,0,2,3.05,0,none,FR02409
4.57,16.62,33.6,8.2,5,1,4.74,3.91,8,0,0,0.39,1.0,0,1,3.64,0,none,FR02410
9.89,27.74,24.8,23.9,23,1,4.56,3.81,7,0,0,0.74,1.0,0,1,2.8,0,none,FR02411
12.23,31.09,43.6,16.8,7,0,4.09,5.0,4,0,1,0.0,1.0,0,2,2.54,0,none,FR02412
11.54,24.46,45.2,15.3,12,0,4.55,4.59,4,0,0,0.28,2.0,0,1,2.12,0,none,FR02413
8.07,31.03,27.3,17.7,12,0,3.86,4.4,4,0,0,0.2,1.5,0,2,3.85,0,none,FR02414
3.94,24.99,35.2,6.7,15,0,4.27,4.4,8,0,1,1.18,1.0,0,1,6.34,0,none,FR02415
11.88,34.04,32.7,21.8,1,1,4.46,4.97,7,0,0,0.0,1.0,0,1,2.87,0,none,FR02416
3.52,19.19,37.0,5.7,1,1,4.01,4.09,2,0,0,0.14,2.0,0,1,5.45,0,none,FR02417
3.28,18.67,43.8,4.5,6,0,4.88,4.42,5,0,0,0.0,1.0,0,1,5.69,0,none,FR02418
2.35,18.69,34.6,4.1,3,1,4.92,4.12,1,0,1,0.36,1.0,0,0,7.95,0,none,FR02419
1.55,14.09,34.6,2.7,16,0,4.48,4.62,3,0,0,0.0,1.0,1,1,9.09,0,none,FR02420
1.99,22.11,12.3,9.7,18,0,4.63,4.67,3,0,0,0.0,1.0,1,0,11.11,0,none,FR02421
14.49,37.28,39.4,22.1,16,0,4.77,4.46,5,0,0,0.0,1.5,0,0,2.57,0,none,FR02422
3.22,20.14,27.6,7.0,15,0,4.99,4.12,6,0,0,0.0,1.5,0,2,6.25,0,none,FR02423
15.05,38.31,40.8,22.1,9,0,4.24,4.95,3,0,0,0.0,1.0,0,0,2.55,0,none,FR02424
4.89,17.82,32.5,9.0,0,1,4.69,4.01,2,0,0,0.35,1.0,0,0,3.64,0,none,FR02425
9.49,29.2,41.0,13.9,18,0,4.71,4.11,5,0,0,1.08,2.0,0,1,3.08,0,none,FR02426
5.06,22.88,38.5,7.9,0,1,3.85,4.27,4,0,0,1.42,1.0,1,0,4.52,0,none,FR02427
2.27,12.74,44.1,3.1,3,1,4.61,4.92,3,0,0,0.63,1.0,0,0,5.61,0,none,FR02428
13.94,30.05,37.0,22.6,17,0,4.42,4.11,7,1,0,0.57,2.0,0,1,2.16,0,none,FR02429
0.26,27.08,225.7,2.7,2,1,4.77,3.63,4,0,0,0.0,1.2,0,0,104.15,1,fake_completion,FR02430
13.77,31.84,29.6,27.9,13,0,4.04,4.29,7,0,0,0.0,1.0,0,0,2.31,0,none,FR02431
8.5,31.84,32.4,15.7,14,0,4.01,4.36,1,0,0,0.9,1.5,0,0,3.75,0,none,FR02432
7.13,24.27,38.5,11.1,11,0,4.68,4.04,3,0,0,0.0,1.5,0,0,3.4,0,none,FR02433
8.01,25.46,40.2,12.0,7,0,4.24,4.37,3,0,0,0.0,1.0,0,0,3.18,0,none,FR02434
13.52,34.5,42.9,18.9,21,0,4.34,4.33,2,0,0,0.0,1.0,0,2,2.55,0,none,FR02435
1.88,13.1,21.8,5.2,5,1,4.54,4.33,3,0,0,0.0,1.5,0,2,6.97,0,none,FR02436
2.81,16.92,15.1,11.2,4,1,4.09,3.95,5,0,0,0.0,1.2,0,2,6.02,0,none,FR02437
21.73,44.82,35.8,36.4,3,1,4.32,4.23,6,0,0,0.97,1.5,0,1,2.06,0,none,FR02438
18.95,44.28,44.7,25.4,5,1,4.57,4.74,2,0,0,0.64,1.2,0,2,2.34,0,none,FR02439
1.56,12.9,42.2,2.2,20,0,4.35,4.84,7,0,1,0.92,1.0,0,2,8.27,0,none,FR02440
3.33,20.76,43.7,4.6,13,0,4.73,4.2,3,0,0,1.15,1.5,0,1,6.23,0,none,FR02441
1.9,16.44,47.7,2.4,13,0,4.61,4.2,5,0,0,0.0,1.0,0,0,8.65,0,none,FR02442
7.61,24.63,21.5,21.2,17,0,4.45,4.74,8,0,0,0.21,1.0,0,0,3.24,0,none,FR02443
5.25,21.49,33.9,9.3,19,0,4.92,4.04,3,0,0,0.46,1.5,0,1,4.09,0,none,FR02444
6.89,21.3,32.2,12.8,13,0,4.26,4.4,8,0,0,0.19,1.2,0,1,3.09,0,none,FR02445
8.77,26.56,40.9,12.9,3,1,4.47,5.0,2,0,0,0.46,1.0,0,2,3.03,0,none,FR02446
16.37,45.61,13.7,71.7,1,1,4.7,3.69,5,0,0,0.32,1.0,0,2,2.79,0,none,FR02447
1.54,17.98,19.7,4.7,16,0,4.73,4.85,8,0,0,0.0,1.5,0,1,11.68,0,none,FR02448
3.79,20.9,47.1,4.8,10,0,4.62,4.26,6,0,0,1.16,1.5,0,1,5.51,0,none,FR02449
2.1,16.08,37.9,3.3,4,1,4.45,4.12,4,0,0,1.38,2.0,0,0,7.66,0,none,FR02450
2.78,16.71,41.6,4.0,2,1,4.59,4.57,6,0,0,0.14,1.0,0,1,6.01,0,none,FR02451
7.13,24.39,38.3,11.2,21,0,4.17,4.26,7,0,0,0.0,1.5,0,0,3.42,0,none,FR02452
24.96,55.48,31.2,48.0,11,0,4.52,4.27,1,0,0,1.53,1.0,0,1,2.22,0,none,FR02453
5.22,16.62,19.4,16.1,17,0,4.67,4.46,1,0,0,0.11,1.0,0,0,3.18,0,none,FR02454
1.85,17.0,38.3,2.9,11,0,4.2,4.87,2,0,1,0.21,1.0,0,2,9.19,0,none,FR02455
4.52,21.88,44.3,6.1,6,0,4.83,3.56,3,0,1,0.0,1.0,0,0,4.84,0,none,FR02456
1.68,17.26,35.7,2.8,8,0,4.71,4.44,1,0,1,0.41,1.0,0,0,10.27,0,none,FR02457
7.02,28.08,31.0,13.6,7,0,4.36,3.62,3,0,0,0.09,1.2,0,1,4.0,0,none,FR02458
3.14,18.98,34.0,5.5,3,1,4.25,4.1,1,0,0,2.05,1.0,0,1,6.04,0,none,FR02459
12.62,33.13,37.1,20.4,18,0,4.69,4.88,2,0,0,0.1,1.2,1,2,2.63,0,none,FR02460
5.0,21.43,45.9,6.5,14,0,4.5,4.47,8,0,0,0.66,1.0,0,2,4.29,0,none,FR02461
4.41,18.24,39.3,6.7,12,0,4.35,4.05,7,0,0,0.0,2.0,1,1,4.14,0,none,FR02462
7.73,28.55,42.3,11.0,17,0,4.16,4.59,6,0,0,0.0,1.0,1,1,3.69,0,none,FR02463
2.57,16.89,35.9,4.3,17,0,4.8,4.51,8,0,0,0.4,1.0,0,0,6.57,0,none,FR02464
9.9,27.69,176.1,17.1,22,1,4.85,4.62,8,0,0,37.19,1.5,0,1,2.8,1,gps_spoofing,FR02465
1.79,17.45,41.0,2.6,23,1,4.89,4.42,3,0,0,0.0,1.0,0,0,9.75,0,none,FR02466
14.28,39.6,39.6,21.6,16,0,3.87,4.06,6,0,0,0.69,1.0,0,2,2.77,0,none,FR02467
6.54,27.66,34.9,11.2,11,0,5.0,4.3,6,0,0,1.69,2.0,0,2,4.23,0,none,FR02468
13.02,29.37,41.4,18.9,21,0,4.2,4.5,6,0,0,0.53,2.0,0,2,2.26,0,none,FR02469
11.37,32.91,26.3,25.9,2,1,4.39,4.52,5,0,0,0.0,2.0,0,2,2.89,0,none,FR02470
12.75,37.34,27.1,28.2,2,1,4.33,3.94,3,0,0,0.7,1.0,0,1,2.93,0,none,FR02471
10.57,28.56,49.7,12.8,12,0,4.63,4.89,3,0,0,1.0,1.0,0,2,2.7,0,none,FR02472
18.65,42.03,46.5,24.1,15,0,4.25,3.74,8,0,0,0.0,1.0,0,2,2.25,0,none,FR02473
21.37,48.77,31.1,41.2,14,0,4.91,4.47,3,0,0,0.35,1.0,0,1,2.28,0,none,FR02474
17.87,39.78,41.6,25.8,1,1,4.79,3.6,2,0,0,0.0,1.2,0,0,2.23,0,none,FR02475
41.41,288.58,39.2,19.9,2,1,4.73,4.76,5,0,0,0.0,1.2,0,1,6.97,1,fare_manipulation,FR02476
7.09,24.87,31.8,13.4,7,0,4.6,4.2,6,0,0,0.0,1.0,0,2,3.51,0,none,FR02477
5.34,26.44,44.1,7.3,22,1,4.25,4.56,5,0,0,0.68,1.0,0,2,4.95,0,none,FR02478
7.13,24.01,26.6,16.1,2,1,4.03,3.92,4,0,1,0.56,1.2,0,2,3.37,0,none,FR02479
10.33,28.16,38.8,16.0,18,0,3.9,4.78,5,0,0,2.4,1.5,0,2,2.73,0,none,FR02480
8.69,26.32,34.7,15.0,6,0,4.5,4.29,3,0,0,0.06,1.2,0,0,3.03,0,none,FR02481
2.05,17.49,40.5,3.0,16,0,4.18,3.96,3,0,1,0.0,1.0,0,2,8.53,0,none,FR02482
14.16,31.33,31.4,27.1,20,0,4.21,4.45,3,0,0,0.0,1.0,0,2,2.21,0,none,FR02483
4.31,23.95,40.2,6.4,14,0,4.16,4.89,6,0,0,1.89,1.0,0,1,5.56,0,none,FR02484
2.33,19.84,42.4,3.3,5,1,4.13,5.0,6,0,0,0.72,1.5,0,2,8.52,0,none,FR02485
7.1,28.23,25.0,17.0,17,0,4.18,4.22,5,0,0,0.0,1.0,0,0,3.98,0,none,FR02486
4.78,19.38,28.9,9.9,19,0,3.97,4.51,7,0,1,1.95,1.2,0,1,4.05,0,none,FR02487
5.04,22.73,49.0,6.2,14,0,5.0,4.74,3,0,0,1.2,1.0,0,0,4.51,0,none,FR02488
6.59,23.2,46.5,8.5,3,1,4.23,3.79,2,0,0,0.85,1.0,0,2,3.52,0,none,FR02489
4.77,20.18,35.9,8.0,13,0,4.65,4.03,6,0,0,1.41,1.0,0,2,4.23,0,none,FR02490
3.66,21.35,43.3,5.1,4,1,4.08,5.0,7,0,0,0.0,1.2,0,0,5.83,0,none,FR02491
13.34,36.96,23.2,34.5,6,0,4.79,3.78,6,0,0,0.0,1.0,0,0,2.77,0,none,FR02492
1.87,14.96,34.7,3.2,2,1,4.23,4.61,6,0,1,1.46,1.0,0,0,8.0,0,none,FR02493
22.2,47.19,22.5,59.2,12,0,4.09,4.7,6,1,0,0.36,1.2,0,0,2.13,0,none,FR02494
18.59,41.29,35.2,31.7,21,0,4.86,3.5,2,0,0,0.37,2.0,0,0,2.22,0,none,FR02495
4.69,20.15,44.5,6.3,3,1,4.46,4.35,6,0,0,1.04,1.5,1,1,4.3,0,none,FR02496
16.27,40.2,32.5,30.0,20,0,4.14,5.0,6,0,0,0.0,1.5,0,1,2.47,0,none,FR02497
10.96,29.82,27.8,23.7,10,0,4.78,4.37,5,0,0,0.3,1.0,0,1,2.72,0,none,FR02498
12.7,33.29,37.5,20.3,15,0,4.52,4.86,4,1,0,0.42,1.2,0,2,2.62,0,none,FR02499
5.55,19.58,35.9,9.3,11,0,4.06,4.49,7,0,0,1.02,1.0,0,2,3.53,0,none,FR02500
3.6,21.72,31.3,6.9,11,0,4.37,4.39,6,0,0,0.0,2.0,1,0,6.03,0,none,FR02501
14.7,37.0,31.7,27.8,16,0,4.59,4.81,4,0,0,0.86,1.0,0,2,2.52,0,none,FR02502
0.31,22.21,192.1,2.2,2,1,4.61,4.0,5,0,0,0.0,1.0,0,1,71.65,1,fake_completion,FR02503
7.55,23.32,47.3,9.6,17,0,4.96,4.76,7,0,0,1.5,1.0,0,1,3.09,0,none,FR02504
15.43,37.7,31.2,29.7,7,0,3.97,4.12,1,0,0,0.5,1.0,0,2,2.44,0,none,FR02505
0.68,20.5,154.3,2.5,4,1,4.62,4.85,5,0,0,0.79,1.0,0,1,30.15,1,fake_completion,FR02506
2.04,18.3,19.6,6.2,5,1,4.3,4.82,4,0,0,1.19,1.2,0,2,8.97,0,none,FR02507
4.6,19.32,28.2,9.8,0,1,4.49,4.24,5,0,0,0.91,1.5,0,0,4.2,0,none,FR02508
5.95,22.17,35.7,10.0,19,0,4.88,4.26,1,0,0,1.68,1.0,0,1,3.73,0,none,FR02509
8.99,24.49,51.3,10.5,14,0,4.67,4.39,2,0,0,0.07,1.0,0,1,2.72,0,none,FR02510
2.11,22.59,48.8,2.6,3,1,4.12,3.65,4,0,1,0.0,1.5,0,2,10.71,0,none,FR02511
14.49,36.23,25.1,34.6,11,0,4.38,4.28,6,0,0,0.65,1.0,1,2,2.5,0,none,FR02512
28.14,51.19,32.9,51.3,13,0,4.85,4.74,2,0,0,1.45,1.0,0,1,1.82,0,none,FR02513
7.58,24.6,24.3,18.7,17,0,4.88,4.53,8,0,1,0.0,1.0,0,0,3.25,0,none,FR02514
3.29,21.56,34.5,5.7,15,0,4.49,4.12,2,0,0,1.63,1.0,0,2,6.55,0,none,FR02515
7.63,26.57,14.9,30.7,15,0,4.41,4.86,7,0,0,0.68,2.0,0,2,3.48,0,none,FR02516
10.99,37.0,35.1,18.8,12,0,4.59,3.72,7,0,1,0.04,1.0,0,1,3.37,0,none,FR02517
3.78,24.94,33.0,6.9,12,0,4.22,4.12,4,0,0,0.0,1.0,0,2,6.6,0,none,FR02518
5.14,26.32,25.5,12.1,11,0,4.67,4.36,4,0,0,0.53,1.2,0,0,5.12,0,none,FR02519
4.66,25.07,38.9,7.2,20,0,4.26,4.86,1,0,0,0.6,1.0,0,0,5.38,0,none,FR02520
4.1,21.71,35.7,6.9,10,0,4.48,5.0,1,0,1,0.0,1.2,0,1,5.3,0,none,FR02521
3.97,19.01,36.7,6.5,6,0,5.0,4.8,5,0,0,0.93,1.2,1,2,4.79,0,none,FR02522
4.62,24.91,25.8,10.7,10,0,4.13,4.57,4,0,0,1.3,1.2,0,1,5.39,0,none,FR02523
23.48,46.93,28.6,49.3,23,1,4.86,3.96,6,0,0,0.21,1.0,0,0,2.0,0,none,FR02524
37.05,65.63,35.7,62.3,14,0,4.68,4.78,5,0,0,1.0,1.2,0,2,1.77,0,none,FR02525
3.12,17.99,32.1,5.8,1,1,4.23,4.07,8,1,0,1.05,1.5,0,0,5.77,0,none,FR02526
3.51,17.31,39.9,5.3,14,0,4.48,4.07,7,0,0,0.97,1.5,0,0,4.93,0,none,FR02527
6.62,22.15,49.2,8.1,8,0,4.32,4.15,3,0,0,1.12,1.0,0,0,3.35,0,none,FR02528
4.48,23.49,35.8,7.5,15,0,4.26,4.51,7,0,0,0.31,1.0,1,2,5.24,0,none,FR02529
5.04,20.8,32.2,9.4,15,0,4.21,4.6,2,0,0,0.37,1.2,0,0,4.13,0,none,FR02530
36.19,63.33,27.0,80.4,23,1,4.84,4.57,5,1,0,2.03,1.5,0,1,1.75,0,none,FR02531
2.4,16.83,45.2,3.2,1,1,4.26,4.3,8,0,0,1.2,1.5,0,1,7.01,0,none,FR02532
34.74,65.06,48.6,42.9,10,0,4.53,4.74,7,0,1,0.86,1.0,0,0,1.87,0,none,FR02533
9.06,28.18,25.6,21.2,2,1,4.84,4.53,8,0,0,0.93,1.0,0,2,3.11,0,none,FR02534
3.16,16.93,30.6,6.2,5,1,4.99,4.28,5,0,0,0.97,1.0,0,0,5.36,0,none,FR02535
10.44,28.76,38.3,16.4,9,0,4.64,3.84,7,0,0,0.67,1.2,0,2,2.75,0,none,FR02536
23.9,50.58,36.0,39.8,2,1,4.36,4.14,3,0,0,0.76,1.0,0,2,2.12,0,none,FR02537
12.63,29.65,37.8,20.0,4,1,4.54,4.01,2,0,0,0.0,1.0,0,2,2.35,0,none,FR02538
17.61,40.44,25.4,41.6,23,1,4.26,4.08,2,0,0,0.57,1.0,0,2,2.3,0,none,FR02539
9.47,29.18,46.6,12.2,20,0,4.35,4.31,4,0,0,0.29,1.0,0,2,3.08,0,none,FR02540
2.14,17.9,32.3,4.0,5,1,4.11,4.43,8,0,0,1.3,1.2,0,2,8.36,0,none,FR02541
6.36,24.66,42.6,9.0,18,0,4.64,4.61,2,0,0,1.56,1.2,0,2,3.88,0,none,FR02542
1.72,16.61,49.1,2.1,19,0,4.26,4.29,5,0,0,0.0,1.0,0,1,9.66,0,none,FR02543
2.7,19.58,45.0,3.6,15,0,4.79,4.43,4,0,1,0.11,1.0,0,1,7.25,0,none,FR02544
2.26,18.06,39.0,3.5,23,1,4.4,4.05,2,0,0,1.43,1.0,0,2,7.99,0,none,FR02545
11.32,30.65,30.6,22.2,2,1,4.28,4.4,6,0,0,0.0,1.0,1,1,2.71,0,none,FR02546
4.92,19.42,37.5,7.9,7,0,4.97,4.68,7,0,0,1.3,1.5,0,0,3.95,0,none,FR02547
2.39,18.33,43.9,3.3,11,0,4.13,4.5,2,0,0,0.35,1.0,0,1,7.67,0,none,FR02548
3.86,16.97,31.9,7.3,15,0,4.28,4.7,6,0,1,0.41,1.0,0,1,4.4,0,none,FR02549
15.07,37.7,26.6,34.0,21,0,4.56,4.48,2,0,0,0.35,1.0,0,0,2.5,0,none,FR02550
6.59,27.02,50.1,7.9,18,0,5.0,4.85,3,0,0,0.2,1.5,0,1,4.1,0,none,FR02551
3.63,21.42,46.1,4.7,5,1,4.37,4.11,7,0,0,1.08,1.5,0,2,5.9,0,none,FR02552
13.24,32.17,27.0,29.4,6,0,4.58,3.3,3,1,0,0.13,1.2,0,0,2.43,0,none,FR02553
4.36,10.86,44.5,5.9,19,0,4.91,4.02,2,0,0,0.65,1.0,0,2,2.49,0,none,FR02554
37.7,77.48,32.0,70.7,5,1,4.79,4.24,2,0,0,2.04,1.2,0,2,2.06,0,none,FR02555
8.66,29.54,41.3,12.6,10,0,4.8,4.78,4,1,0,0.54,1.2,0,2,3.41,0,none,FR02556
9.31,35.74,45.7,12.2,6,0,4.42,4.13,1,0,0,0.77,1.0,0,1,3.84,0,none,FR02557
4.99,18.79,34.9,8.6,13,0,4.53,4.52,8,0,0,1.23,1.0,0,1,3.77,0,none,FR02558
7.96,22.19,36.8,13.0,4,1,4.41,4.14,2,0,1,0.36,1.2,0,2,2.79,0,none,FR02559
6.5,26.71,29.1,13.4,2,1,4.43,4.84,6,0,1,0.14,1.0,0,1,4.11,0,none,FR02560
7.32,27.13,26.7,16.4,3,1,4.52,4.69,8,0,0,0.0,1.0,0,2,3.71,0,none,FR02561
9.81,28.85,36.7,16.0,15,0,4.67,5.0,2,0,0,0.0,1.5,0,0,2.94,0,none,FR02562
5.8,26.81,44.7,7.8,9,0,4.5,3.91,2,0,0,0.28,1.0,0,2,4.62,0,none,FR02563
2.79,17.11,34.0,4.9,18,0,4.38,4.31,2,0,0,1.42,1.0,0,2,6.13,0,none,FR02564
5.16,22.09,28.2,11.0,15,0,4.62,4.59,3,0,0,0.92,1.0,0,1,4.28,0,none,FR02565
4.03,18.15,26.9,9.0,9,0,4.27,4.13,3,0,0,1.18,1.0,0,0,4.5,0,none,FR02566
16.79,40.31,35.0,28.8,3,1,4.43,4.02,3,0,0,0.66,1.2,0,0,2.4,0,none,FR02567
5.74,19.14,50.9,6.8,4,1,4.42,4.51,3,0,0,0.78,1.0,0,2,3.33,0,none,FR02568
8.64,29.23,23.7,21.9,9,0,4.87,3.53,2,0,0,0.0,1.5,1,2,3.38,0,none,FR02569
9.36,35.95,30.7,18.3,17,0,4.3,4.59,2,0,0,1.96,1.5,0,1,3.84,0,none,FR02570
28.36,56.58,34.3,49.6,11,0,4.45,4.08,7,0,0,1.64,1.2,0,1,2.0,0,none,FR02571
11.35,32.03,46.7,14.6,22,1,4.63,4.36,2,0,0,1.68,1.0,0,0,2.82,0,none,FR02572
14.28,37.52,21.7,39.5,5,1,4.76,4.94,5,0,0,2.47,1.5,0,2,2.63,0,none,FR02573
1.82,15.49,42.7,2.6,21,0,4.57,4.44,1,0,0,0.0,1.5,0,0,8.51,0,none,FR02574
1.86,22.22,34.8,3.2,13,0,3.81,4.18,7,0,0,0.11,1.0,0,2,11.95,0,none,FR02575
2.3,21.61,20.9,6.6,17,0,4.88,5.0,2,0,0,1.51,1.5,0,2,9.4,0,none,FR02576
18.54,36.28,40.5,27.5,19,0,4.48,4.73,3,0,0,0.84,1.5,1,2,1.96,0,none,FR02577
17.02,42.7,27.8,36.7,23,1,4.02,4.82,7,0,0,0.14,1.0,0,2,2.51,0,none,FR02578
8.46,28.16,30.8,16.5,3,1,4.78,4.39,3,0,0,0.0,1.5,0,1,3.33,0,none,FR02579
4.85,23.36,25.8,11.3,7,0,4.52,4.36,1,0,0,0.0,1.0,1,0,4.82,0,none,FR02580
9.94,28.6,36.6,16.3,18,0,4.96,4.0,1,0,0,1.13,1.0,0,2,2.88,0,none,FR02581
7.11,23.09,36.6,11.7,18,0,4.13,4.54,5,0,0,0.46,1.0,0,2,3.25,0,none,FR02582
2.92,17.37,31.7,5.5,6,0,5.0,4.73,2,0,0,1.28,1.0,0,2,5.95,0,none,FR02583
22.98,44.48,30.2,45.7,13,0,4.51,4.16,4,0,0,0.32,1.0,0,0,1.94,0,none,FR02584
8.97,38.79,39.8,13.5,1,1,4.73,4.56,6,0,0,0.24,1.0,0,0,4.32,0,none,FR02585
5.07,21.72,32.5,9.4,16,0,4.51,4.63,7,0,0,0.0,1.5,0,0,4.28,0,none,FR02586
9.13,24.17,28.7,19.1,1,1,4.77,4.85,2,0,0,0.0,1.0,0,0,2.65,0,none,FR02587
43.02,81.96,48.0,53.8,16,0,3.99,4.08,7,0,0,0.0,1.2,0,0,1.91,0,none,FR02588
12.4,37.75,19.4,38.4,18,0,4.39,3.95,1,0,0,0.0,2.0,0,1,3.04,0,none,FR02589
2.22,20.87,53.2,2.5,0,1,4.7,3.89,2,1,0,2.08,1.0,0,1,9.4,0,none,FR02590
5.82,21.75,32.3,10.8,2,1,4.95,4.21,8,0,0,0.0,1.0,0,0,3.74,0,none,FR02591
5.64,23.16,34.9,9.7,0,1,4.13,4.67,3,0,0,0.55,1.0,0,1,4.11,0,none,FR02592
6.75,26.75,37.8,10.7,22,1,4.69,4.55,6,0,1,1.15,1.0,0,2,3.96,0,none,FR02593
8.99,29.52,39.6,13.6,21,0,4.42,4.56,1,0,0,0.35,1.0,0,1,3.28,0,none,FR02594
3.88,17.84,141.9,15.2,19,0,4.54,4.49,2,0,0,67.65,1.0,0,0,4.6,1,gps_spoofing,FR02595
30.2,58.7,37.2,48.7,15,0,4.62,4.88,5,0,0,1.34,1.5,0,2,1.94,0,none,FR02596
4.38,23.76,38.6,6.8,8,0,4.09,4.5,2,1,0,0.84,1.0,0,2,5.42,0,none,FR02597
2.86,20.83,35.6,4.8,23,1,4.63,4.12,6,0,0,0.48,1.2,0,1,7.28,0,none,FR02598
5.07,25.13,32.3,9.4,19,0,4.63,4.4,5,0,0,0.0,1.0,0,2,4.96,0,none,FR02599
3.56,17.31,23.5,9.1,15,0,4.36,4.89,6,0,0,0.59,1.0,0,0,4.86,0,none,FR02600
2.52,19.08,26.7,5.7,14,0,4.34,4.83,8,0,0,0.0,1.0,0,0,7.57,0,none,FR02601
24.8,56.4,27.2,54.7,10,0,5.0,4.16,3,0,0,0.0,1.0,0,1,2.27,0,none,FR02602
8.86,27.57,37.0,14.4,17,0,4.47,3.88,7,0,0,0.34,1.0,1,1,3.11,0,none,FR02603
11.28,32.95,33.7,20.1,16,0,4.18,4.74,4,0,0,2.16,2.0,0,1,2.92,0,none,FR02604
4.79,18.61,34.6,8.3,18,0,4.43,5.0,3,0,0,1.22,1.2,0,0,3.89,0,none,FR02605
9.56,31.0,38.9,14.7,0,1,4.4,4.76,6,0,1,1.2,2.0,0,2,3.24,0,none,FR02606
6.9,22.61,37.0,11.2,11,0,4.39,3.92,2,0,0,0.93,2.0,0,0,3.28,0,none,FR02607
14.26,40.47,41.9,20.4,21,0,4.56,5.0,6,0,0,0.2,1.0,0,0,2.84,0,none,FR02608
5.8,20.68,19.1,18.2,20,0,4.43,4.33,2,0,0,0.3,1.0,0,2,3.57,0,none,FR02609
2.37,15.16,36.8,3.9,23,1,4.64,4.28,7,0,0,0.21,1.5,0,0,6.4,0,none,FR02610
4.1,21.45,39.5,6.2,23,1,4.26,4.36,2,0,0,0.11,1.0,1,0,5.23,0,none,FR02611
5.25,26.0,37.4,8.4,12,0,4.66,4.37,3,0,0,1.24,1.0,0,2,4.95,0,none,FR02612
15.08,41.11,34.0,26.6,8,0,4.54,4.51,3,0,0,0.96,1.0,0,2,2.73,0,none,FR02613
2.38,18.12,37.1,3.8,5,1,4.41,5.0,7,0,0,0.39,1.0,0,1,7.61,0,none,FR02614
5.15,22.82,37.1,8.3,3,1,4.11,4.93,6,0,0,1.11,1.0,0,0,4.43,0,none,FR02615
13.43,37.94,37.6,21.4,12,0,4.33,4.46,2,0,0,1.63,1.2,0,1,2.83,0,none,FR02616
19.98,48.3,28.4,42.2,1,1,4.08,4.18,3,0,1,0.05,1.0,0,2,2.42,0,none,FR02617
16.78,43.35,29.7,33.9,17,0,4.41,3.9,7,0,0,1.66,1.0,0,2,2.58,0,none,FR02618
13.06,33.62,25.9,30.3,8,0,4.31,4.16,2,0,0,0.0,1.0,0,2,2.57,0,none,FR02619
4.98,17.97,33.9,8.8,10,0,4.24,4.32,2,0,0,0.0,1.2,1,1,3.61,0,none,FR02620
1.84,13.13,24.8,4.5,9,0,4.25,4.53,4,1,0,0.6,1.0,0,0,7.14,0,none,FR02621
4.6,19.91,26.4,10.5,17,0,4.49,3.79,37,0,1,1.02,1.0,1,15,4.33,1,promo_abuse,FR02622
16.07,35.74,40.9,23.6,19,0,4.94,4.76,8,0,0,0.0,1.5,1,0,2.22,0,none,FR02623
6.88,20.55,25.1,16.4,11,0,4.7,3.56,2,0,0,1.19,1.2,0,0,2.99,0,none,FR02624
3.6,24.26,30.9,7.0,1,1,4.32,4.62,5,0,0,0.0,1.0,0,1,6.74,0,none,FR02625
6.32,19.05,28.0,13.5,12,0,4.84,4.25,6,0,0,1.37,1.0,0,1,3.01,0,none,FR02626
19.33,44.62,53.6,21.6,16,0,4.16,4.09,5,0,0,0.0,1.5,0,2,2.31,0,none,FR02627
22.77,50.49,33.6,40.7,7,0,3.78,3.82,5,0,0,0.16,1.0,0,1,2.22,0,none,FR02628
6.02,20.14,24.3,14.9,11,0,4.72,4.29,8,0,0,0.16,1.0,0,2,3.35,0,none,FR02629
5.78,21.76,51.0,6.8,9,0,4.41,4.68,3,0,0,1.06,1.2,0,1,3.76,0,none,FR02630
7.84,25.35,43.1,10.9,8,0,4.77,4.58,4,0,0,0.88,1.2,0,2,3.23,0,none,FR02631
1.88,17.8,44.9,2.5,14,0,4.42,4.82,3,0,0,1.26,1.2,0,1,9.47,0,none,FR02632
14.01,32.4,34.8,24.2,6,0,4.94,4.61,8,0,0,0.73,1.5,0,1,2.31,0,none,FR02633
2.08,17.65,48.9,2.6,7,0,3.99,4.57,2,0,1,0.05,1.2,0,0,8.49,0,none,FR02634
8.93,27.88,42.9,12.5,19,0,4.45,3.74,30,0,1,0.08,1.0,1,10,3.12,1,promo_abuse,FR02635
